============================================================================================================================================================================================================================================================================================================
1. IPC PERFORMANCE (Base -> Exp)
============================================================================================================================================================================================================================================================================================================
Trace Name                                    |     Base |      Exp |  Speedup |     Diff%
gtraces_v2_tango_0002                         | 16.5M->16.5M (-0.1%) / 3.6M->3.6M (-0.1%) / 21.7->21.7 (-0.01) | 32.7M->32.6M (-0.1%) / 2.8M->2.2M (-20.0%) / 8.5->6.8 (-1.70) | 4.7M->4.4M (-6.3%) / 1.0M->773.8k (-23.0%) / 21.3->17.5 (-3.80) | 1.0M->698.4k (-30.5%) / 754.3k->519.8k (-31.1%) / 75.0->74.4 (-0.60)
gtraces_v2_tango_0003                         | 17.5M->17.5M (-0.1%) / 3.5M->3.5M (-0.0%) / 20.0->20.0 (+0.01) | 32.0M->31.9M (-0.1%) / 2.7M->2.3M (-13.8%) / 8.5->7.3 (-1.17) | 4.7M->4.4M (-4.8%) / 1.2M->944.5k (-22.1%) / 26.1->21.3 (-4.74) | 1.2M->856.5k (-29.4%) / 915.4k->637.7k (-30.3%) / 75.5->74.5 (-1.05)
gtraces_v2_tango_0004                         | 17.0M->17.0M (-0.1%) / 3.0M->3.1M (+0.1%) / 17.9->18.0 (+0.03) | 31.5M->31.4M (-0.1%) / 2.5M->2.2M (-14.1%) / 8.0->6.9 (-1.12) | 4.1M->3.9M (-4.8%) / 999.1k->832.4k (-16.7%) / 24.1->21.1 (-3.01) | 999.1k->751.0k (-24.8%) / 794.8k->529.6k (-33.4%) / 79.6->70.5 (-9.04)
gtraces_v2_yankee_0000                        | 13.6M->13.4M (-1.5%) / 2.9M->2.9M (+0.4%) / 21.6->22.0 (+0.41) | 34.5M->34.4M (-0.2%) / 3.0M->2.2M (-25.8%) / 8.7->6.5 (-2.23) | 4.4M->4.0M (-10.1%) / 2.1M->1.2M (-44.8%) / 48.2->29.6 (-18.61) | 2.1M->988.0k (-53.5%) / 1.4M->689.6k (-50.8%) / 66.0->69.8 (+3.83)
gtraces_v2_yankee_0001                        | 13.5M->13.3M (-1.4%) / 2.6M->2.6M (+0.5%) / 19.5->19.9 (+0.38) | 34.3M->34.2M (-0.3%) / 3.0M->2.1M (-27.6%) / 8.6->6.3 (-2.36) | 4.1M->3.7M (-11.1%) / 2.1M->1.1M (-45.9%) / 49.5->30.1 (-19.42) | 2.1M->933.0k (-54.5%) / 1.4M->658.3k (-53.6%) / 69.1->70.6 (+1.43)
gtraces_v2_yankee_0002                        | 15.0M->14.8M (-1.3%) / 2.1M->2.1M (+0.3%) / 14.0->14.2 (+0.23) | 32.6M->32.6M (-0.2%) / 2.5M->1.8M (-29.0%) / 7.6->5.4 (-2.20) | 3.4M->3.0M (-12.8%) / 1.6M->859.2k (-44.9%) / 45.7->28.9 (-16.84) | 1.6M->722.9k (-53.7%) / 994.0k->495.3k (-50.2%) / 63.7->68.5 (+4.79)
gtraces_v2_yankee_0003                        | 13.4M->13.2M (-1.1%) / 2.9M->2.9M (+0.0%) / 21.5->21.7 (+0.25) | 34.6M->34.5M (-0.2%) / 3.0M->2.2M (-26.3%) / 8.6->6.3 (-2.24) | 4.4M->3.9M (-10.6%) / 2.1M->1.2M (-45.6%) / 48.8->29.7 (-19.11) | 2.1M->973.5k (-54.2%) / 1.2M->639.6k (-47.4%) / 57.2->65.7 (+8.49)
gtraces_v2_yankee_0004                        | 13.6M->13.3M (-1.9%) / 2.7M->2.7M (+0.3%) / 19.9->20.3 (+0.45) | 34.5M->34.5M (-0.2%) / 3.1M->2.2M (-28.8%) / 9.0->6.4 (-2.58) | 4.3M->3.8M (-11.6%) / 2.1M->1.1M (-46.5%) / 49.4->29.9 (-19.53) | 2.1M->954.3k (-55.0%) / 1.2M->657.0k (-46.7%) / 58.1->68.9 (+10.77)


============================================================================================================================================================================================================================================================================================================
3. PREFETCHING COMPARISON [Access / Miss / MR]
   Format: Access / Miss / MR
   Diffs : (Acc %) / (Miss %) / (MR Abs)
============================================================================================================================================================================================================================================================================================================
Trace Name                                    |                            L1I                             |                            L1D                             |                            L2C                             |                            LLC                            
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Graph_GAP_bc-0                                |                             -                              | 0->6.3M (+100.0%) / 0->5.9M (+100.0%) / 0.0->93.1 (+93.06) | 0->42.3M (+100.0%) / 0->26.1M (+100.0%) / 0.0->61.7 (+61.74) | 0->50.4M (+100.0%) / 0->30.7M (+100.0%) / 0.0->60.9 (+60.90)
Graph_GAP_bc-12                               |                             -                              | 0->7.5M (+100.0%) / 0->7.0M (+100.0%) / 0.0->92.9 (+92.86) | 0->46.1M (+100.0%) / 0->30.8M (+100.0%) / 0.0->66.7 (+66.75) | 0->57.5M (+100.0%) / 0->36.2M (+100.0%) / 0.0->62.9 (+62.88)
Graph_GAP_bfs-10                              |                             -                              | 0->4.6M (+100.0%) / 0->3.7M (+100.0%) / 0.0->80.3 (+80.28) | 0->24.3M (+100.0%) / 0->5.3M (+100.0%) / 0.0->21.9 (+21.93) | 0->9.8M (+100.0%) / 0->6.9M (+100.0%) / 0.0->69.8 (+69.79)
Graph_GAP_bfs-14                              |                             -                              | 0->4.2M (+100.0%) / 0->3.5M (+100.0%) / 0.0->82.7 (+82.72) | 0->26.0M (+100.0%) / 0->5.7M (+100.0%) / 0.0->21.8 (+21.76) | 0->9.1M (+100.0%) / 0->6.3M (+100.0%) / 0.0->69.0 (+69.01)
Graph_GAP_cc-13                               |                             -                              | 0->4.6M (+100.0%) / 0->3.4M (+100.0%) / 0.0->73.7 (+73.68) | 0->29.3M (+100.0%) / 0->10.4M (+100.0%) / 0.0->35.6 (+35.59) | 0->22.2M (+100.0%) / 0->8.6M (+100.0%) / 0.0->38.8 (+38.75)
Graph_GAP_cc-14                               |                             -                              | 0->4.7M (+100.0%) / 0->3.2M (+100.0%) / 0.0->69.4 (+69.39) | 0->27.4M (+100.0%) / 0->10.1M (+100.0%) / 0.0->36.8 (+36.85) | 0->21.6M (+100.0%) / 0->8.4M (+100.0%) / 0.0->38.9 (+38.94)
Graph_GAP_cc-5                                |                             -                              | 0->4.7M (+100.0%) / 0->3.1M (+100.0%) / 0.0->66.1 (+66.10) | 0->26.8M (+100.0%) / 0->9.5M (+100.0%) / 0.0->35.4 (+35.37) | 0->20.4M (+100.0%) / 0->8.0M (+100.0%) / 0.0->39.2 (+39.23)
Graph_GAP_sssp-10                             |                             -                              | 0->4.2M (+100.0%) / 0->3.8M (+100.0%) / 0.0->89.9 (+89.87) | 0->26.6M (+100.0%) / 0->11.5M (+100.0%) / 0.0->43.0 (+43.04) | 0->22.0M (+100.0%) / 0->9.5M (+100.0%) / 0.0->43.1 (+43.09)
Graph_GAP_sssp-14                             |                             -                              | 0->4.4M (+100.0%) / 0->3.8M (+100.0%) / 0.0->87.8 (+87.76) | 0->27.3M (+100.0%) / 0->12.0M (+100.0%) / 0.0->44.0 (+43.96) | 0->22.5M (+100.0%) / 0->9.6M (+100.0%) / 0.0->42.8 (+42.78)
Graph_GMS_gms.k_clique_count_set_based.soc-.. |                             -                              | 0->304.1k (+100.0%) / 0->184.3k (+100.0%) / 0.0->60.6 (+60.61) | 0->2.1M (+100.0%) / 0->1.1M (+100.0%) / 0.0->53.8 (+53.85) | 0->977.3k (+100.0%) / 0->726.5k (+100.0%) / 0.0->74.3 (+74.34)
Graph_GMS_gms.k_clique_list_danisch_edge_pa.. |                             -                              | 0->1.4M (+100.0%) / 0->556.1k (+100.0%) / 0.0->40.5 (+40.52) | 0->4.7M (+100.0%) / 0->1.2M (+100.0%) / 0.0->25.8 (+25.76) | 0->2.6M (+100.0%) / 0->1.6M (+100.0%) / 0.0->63.0 (+62.99)
Graph_GMS_gms.k_clique_list_danisch_edge_pa.. |                             -                              | 0->1.8M (+100.0%) / 0->708.3k (+100.0%) / 0.0->38.4 (+38.38) | 0->5.4M (+100.0%) / 0->1.6M (+100.0%) / 0.0->30.1 (+30.13) | 0->3.4M (+100.0%) / 0->2.2M (+100.0%) / 0.0->65.4 (+65.40)
Graph_GMS_gms.k_clique_list_danisch_node_pa.. |                             -                              | 0->276.1k (+100.0%) / 0->193.6k (+100.0%) / 0.0->70.1 (+70.12) | 0->1.9M (+100.0%) / 0->825.8k (+100.0%) / 0.0->42.4 (+42.38) | 0->1.8M (+100.0%) / 0->993.7k (+100.0%) / 0.0->55.8 (+55.81)
Graph_GMS_gms.k_clique_list_danisch_node_pa.. |                             -                              | 0->350.6k (+100.0%) / 0->272.0k (+100.0%) / 0.0->77.6 (+77.59) | 0->2.8M (+100.0%) / 0->1.3M (+100.0%) / 0.0->46.4 (+46.42) | 0->2.7M (+100.0%) / 0->1.4M (+100.0%) / 0.0->52.5 (+52.51)
Graph_GMS_gms.k_clique_list_danisch_serial... |                             -                              | 0->308.7k (+100.0%) / 0->186.2k (+100.0%) / 0.0->60.3 (+60.32) | 0->2.6M (+100.0%) / 0->1.5M (+100.0%) / 0.0->57.9 (+57.88) | 0->975.1k (+100.0%) / 0->731.7k (+100.0%) / 0.0->75.0 (+75.04)
Graph_GMS_gms.k_clique_star_list.soc-pokec-.. |                             -                              | 0->585.0k (+100.0%) / 0->321.8k (+100.0%) / 0.0->55.0 (+55.00) | 0->2.3M (+100.0%) / 0->872.3k (+100.0%) / 0.0->38.8 (+38.76) | 0->1.3M (+100.0%) / 0->1.0M (+100.0%) / 0.0->79.8 (+79.77)
Graph_GMS_gms.maximal_clique_enum_bron_kerb.. |                             -                              | 0->1.4M (+100.0%) / 0->1.4M (+100.0%) / 0.0->100.0 (+100.00) | 0->8.5M (+100.0%) / 0->1.2M (+100.0%) / 0.0->14.6 (+14.61) | 0->2.3M (+100.0%) / 0->610.8k (+100.0%) / 0.0->26.4 (+26.41)
Graph_GMS_gms.triangle_count.soc-pokec-rela.. |                             -                              | 0->1.4M (+100.0%) / 0->1.3M (+100.0%) / 0.0->88.9 (+88.90) | 0->8.0M (+100.0%) / 0->3.3M (+100.0%) / 0.0->41.7 (+41.70) | 0->4.5M (+100.0%) / 0->3.6M (+100.0%) / 0.0->80.8 (+80.77)
Graph_GMS_gms.triangle_count.soc-pokec-rela.. |                             -                              | 0->2.4M (+100.0%) / 0->1.9M (+100.0%) / 0.0->78.9 (+78.86) | 0->12.6M (+100.0%) / 0->5.9M (+100.0%) / 0.0->46.8 (+46.81) | 0->7.6M (+100.0%) / 0->6.2M (+100.0%) / 0.0->81.6 (+81.57)
Graph_GMS_gms.triangle_count.soc-pokec-rela.. |                             -                              | 0->2.5M (+100.0%) / 0->1.9M (+100.0%) / 0.0->76.9 (+76.92) | 0->12.7M (+100.0%) / 0->6.0M (+100.0%) / 0.0->47.2 (+47.25) | 0->8.0M (+100.0%) / 0->6.5M (+100.0%) / 0.0->82.1 (+82.08)
Graph_Ligra_ligra_BFSCC.com-lj.ungraph.gcc_.. |                             -                              | 0->1.5M (+100.0%) / 0->1.4M (+100.0%) / 0.0->91.9 (+91.88) | 0->8.8M (+100.0%) / 0->3.1M (+100.0%) / 0.0->34.8 (+34.76) | 0->3.0M (+100.0%) / 0->1.9M (+100.0%) / 0.0->65.0 (+64.95)
Graph_Ligra_ligra_BFSCC.com-lj.ungraph.gcc_.. |                             -                              | 0->1.6M (+100.0%) / 0->926.5k (+100.0%) / 0.0->58.0 (+58.03) | 0->9.6M (+100.0%) / 0->3.8M (+100.0%) / 0.0->40.1 (+40.08) | 0->3.5M (+100.0%) / 0->1.7M (+100.0%) / 0.0->49.0 (+49.04)
Graph_Ligra_ligra_BellmanFord.com-lj.ungrap.. |                             -                              | 0->2.6M (+100.0%) / 0->2.5M (+100.0%) / 0.0->95.2 (+95.20) | 0->16.0M (+100.0%) / 0->5.0M (+100.0%) / 0.0->31.5 (+31.48) | 0->5.3M (+100.0%) / 0->3.3M (+100.0%) / 0.0->63.0 (+62.96)
Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.. |                             -                              | 0->3.2M (+100.0%) / 0->3.2M (+100.0%) / 0.0->99.2 (+99.19) | 0->17.6M (+100.0%) / 0->7.7M (+100.0%) / 0.0->43.5 (+43.54) | 0->6.2M (+100.0%) / 0->4.3M (+100.0%) / 0.0->69.8 (+69.84)
Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.. |                             -                              | 0->1.2M (+100.0%) / 0->909.5k (+100.0%) / 0.0->76.0 (+76.02) | 0->6.6M (+100.0%) / 0->3.0M (+100.0%) / 0.0->44.8 (+44.83) | 0->3.9M (+100.0%) / 0->3.2M (+100.0%) / 0.0->82.1 (+82.15)
Graph_Ligra_ligra_Components-Shortcut.com-l.. |                             -                              | 0->1.6M (+100.0%) / 0->953.2k (+100.0%) / 0.0->58.6 (+58.64) | 0->10.8M (+100.0%) / 0->4.7M (+100.0%) / 0.0->43.2 (+43.25) | 0->3.5M (+100.0%) / 0->1.7M (+100.0%) / 0.0->48.3 (+48.31)
Graph_Ligra_ligra_Components-Shortcut.com-l.. |                             -                              | 0->4.2M (+100.0%) / 0->2.8M (+100.0%) / 0.0->66.8 (+66.79) | 0->24.3M (+100.0%) / 0->9.4M (+100.0%) / 0.0->38.5 (+38.50) | 0->22.0M (+100.0%) / 0->12.7M (+100.0%) / 0.0->57.9 (+57.91)
Graph_Ligra_ligra_Components.com-lj.ungraph.. |                             -                              | 0->2.3M (+100.0%) / 0->2.1M (+100.0%) / 0.0->89.4 (+89.35) | 0->13.4M (+100.0%) / 0->3.9M (+100.0%) / 0.0->28.8 (+28.76) | 0->4.7M (+100.0%) / 0->3.1M (+100.0%) / 0.0->65.1 (+65.06)
Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6... |                             -                              | 0->2.3M (+100.0%) / 0->2.1M (+100.0%) / 0.0->89.4 (+89.36) | 0->14.0M (+100.0%) / 0->3.8M (+100.0%) / 0.0->27.5 (+27.46) | 0->4.7M (+100.0%) / 0->3.0M (+100.0%) / 0.0->64.4 (+64.43)
Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6... |                             -                              | 0->4.8M (+100.0%) / 0->2.9M (+100.0%) / 0.0->59.0 (+58.95) | 0->21.6M (+100.0%) / 0->1.4M (+100.0%) / 0.0->6.7 (+6.71) | 0->2.7M (+100.0%) / 0->1.5M (+100.0%) / 0.0->54.6 (+54.60)
Graph_Ligra_ligra_PageRank.com-lj.ungraph.g.. |                             -                              | 0->5.8M (+100.0%) / 0->3.3M (+100.0%) / 0.0->57.6 (+57.58) | 0->26.6M (+100.0%) / 0->4.3M (+100.0%) / 0.0->16.2 (+16.21) | 0->10.1M (+100.0%) / 0->5.1M (+100.0%) / 0.0->50.8 (+50.85)
Graph_Ligra_ligra_PageRankDelta.com-lj.ungr.. |                             -                              | 0->1.7M (+100.0%) / 0->974.6k (+100.0%) / 0.0->59.0 (+59.04) | 0->10.9M (+100.0%) / 0->4.7M (+100.0%) / 0.0->43.3 (+43.29) | 0->3.6M (+100.0%) / 0->1.7M (+100.0%) / 0.0->48.2 (+48.21)
Graph_Ligra_ligra_PageRankDelta.com-lj.ungr.. |                             -                              | 0->2.6M (+100.0%) / 0->1.9M (+100.0%) / 0.0->75.2 (+75.22) | 0->18.0M (+100.0%) / 0->6.3M (+100.0%) / 0.0->35.0 (+35.00) | 0->6.9M (+100.0%) / 0->4.6M (+100.0%) / 0.0->67.1 (+67.07)
Graph_Ligra_ligra_PageRankDelta.com-lj.ungr.. |                             -                              | 0->1.3M (+100.0%) / 0->1.0M (+100.0%) / 0.0->77.2 (+77.16) | 0->9.2M (+100.0%) / 0->4.2M (+100.0%) / 0.0->46.0 (+46.01) | 0->3.5M (+100.0%) / 0->2.5M (+100.0%) / 0.0->70.0 (+69.96)
Graph_Ligra_ligra_Radii.com-lj.ungraph.gcc_.. |                             -                              | 0->6.9M (+100.0%) / 0->4.5M (+100.0%) / 0.0->66.0 (+66.03) | 0->29.0M (+100.0%) / 0->3.5M (+100.0%) / 0.0->12.0 (+11.97) | 0->7.1M (+100.0%) / 0->3.8M (+100.0%) / 0.0->53.0 (+52.97)
Graph_Ligra_ligra_Radii.com-lj.ungraph.gcc_.. |                             -                              | 0->2.3M (+100.0%) / 0->2.0M (+100.0%) / 0.0->87.8 (+87.82) | 0->15.9M (+100.0%) / 0->8.9M (+100.0%) / 0.0->55.9 (+55.89) | 0->16.6M (+100.0%) / 0->15.1M (+100.0%) / 0.0->91.2 (+91.21)
Graph_Ligra_ligra_Triangle.com-lj.ungraph.g.. |                             -                              | 0->3.0M (+100.0%) / 0->2.8M (+100.0%) / 0.0->91.6 (+91.61) | 0->14.7M (+100.0%) / 0->3.7M (+100.0%) / 0.0->25.0 (+25.03) | 0->8.9M (+100.0%) / 0->4.0M (+100.0%) / 0.0->45.5 (+45.46)
SPEC17_602.gcc_s-1850B                        |                             -                              | 0->5.0M (+100.0%) / 0->4.2M (+100.0%) / 0.0->84.4 (+84.40) | 0->24.5M (+100.0%) / 0->7.3M (+100.0%) / 0.0->29.9 (+29.91) | 0->7.0M (+100.0%) / 0->4.1M (+100.0%) / 0.0->59.3 (+59.30)
SPEC17_602.gcc_s-734B                         |                             -                              | 0->3.4M (+100.0%) / 0->3.3M (+100.0%) / 0.0->96.4 (+96.36) | 0->17.5M (+100.0%) / 0->2.9M (+100.0%) / 0.0->16.3 (+16.26) | 0->3.9M (+100.0%) / 0->2.5M (+100.0%) / 0.0->64.8 (+64.78)
SPEC17_603.bwaves_s-1740B                     |                             -                              | 0->3.0M (+100.0%) / 0->2.7M (+100.0%) / 0.0->91.3 (+91.30) | 0->14.6M (+100.0%) / 0->4.4M (+100.0%) / 0.0->30.4 (+30.42) | 0->7.2M (+100.0%) / 0->4.1M (+100.0%) / 0.0->57.3 (+57.26)
SPEC17_603.bwaves_s-891B                      |                             -                              | 0->3.8M (+100.0%) / 0->3.8M (+100.0%) / 0.0->99.6 (+99.61) | 0->23.5M (+100.0%) / 0->6.7M (+100.0%) / 0.0->28.6 (+28.59) | 0->7.4M (+100.0%) / 0->4.7M (+100.0%) / 0.0->63.6 (+63.57)
SPEC17_605.mcf_s-1536B                        |                             -                              | 0->3.8M (+100.0%) / 0->3.5M (+100.0%) / 0.0->92.1 (+92.11) | 0->30.6M (+100.0%) / 0->5.0M (+100.0%) / 0.0->16.4 (+16.41) | 0->11.3M (+100.0%) / 0->7.0M (+100.0%) / 0.0->62.4 (+62.42)
SPEC17_605.mcf_s-1554B                        |                             -                              | 0->24.8M (+100.0%) / 0->23.9M (+100.0%) / 0.0->96.2 (+96.18) | 0->97.3M (+100.0%) / 0->55.3M (+100.0%) / 0.0->56.8 (+56.81) | 0->81.8M (+100.0%) / 0->27.4M (+100.0%) / 0.0->33.5 (+33.50)
SPEC17_605.mcf_s-1644B                        |                             -                              | 0->8.2M (+100.0%) / 0->8.0M (+100.0%) / 0.0->97.3 (+97.28) | 0->36.4M (+100.0%) / 0->10.2M (+100.0%) / 0.0->28.1 (+28.08) | 0->15.9M (+100.0%) / 0->8.0M (+100.0%) / 0.0->50.7 (+50.70)
SPEC17_605.mcf_s-472B                         |                             -                              | 0->8.7M (+100.0%) / 0->7.8M (+100.0%) / 0.0->89.7 (+89.74) | 0->36.8M (+100.0%) / 0->22.1M (+100.0%) / 0.0->59.9 (+59.91) | 0->26.6M (+100.0%) / 0->19.0M (+100.0%) / 0.0->71.4 (+71.44)
SPEC17_605.mcf_s-484B                         |                             -                              | 0->4.6M (+100.0%) / 0->3.9M (+100.0%) / 0.0->83.6 (+83.61) | 0->20.5M (+100.0%) / 0->10.0M (+100.0%) / 0.0->48.9 (+48.88) | 0->14.0M (+100.0%) / 0->10.2M (+100.0%) / 0.0->72.8 (+72.82)
SPEC17_607.cactuBSSN_s-2421B                  |                             -                              | 0->6.3M (+100.0%) / 0->2.5M (+100.0%) / 0.0->39.3 (+39.32) | 0->19.1M (+100.0%) / 0->1.5M (+100.0%) / 0.0->7.9 (+7.87) | 0->4.4M (+100.0%) / 0->1.6M (+100.0%) / 0.0->36.7 (+36.70)
SPEC17_619.lbm_s-2676B                        |                             -                              | 0->1.1M (+100.0%) / 0->977.5k (+100.0%) / 0.0->88.2 (+88.20) | 0->5.9M (+100.0%) / 0->1.5M (+100.0%) / 0.0->25.9 (+25.86) | 0->2.5M (+100.0%) / 0->1.6M (+100.0%) / 0.0->64.0 (+63.97)
SPEC17_619.lbm_s-2677B                        |                             -                              | 0->1.5M (+100.0%) / 0->978.3k (+100.0%) / 0.0->66.2 (+66.23) | 0->8.2M (+100.0%) / 0->2.8M (+100.0%) / 0.0->34.2 (+34.24) | 0->4.5M (+100.0%) / 0->3.0M (+100.0%) / 0.0->66.2 (+66.23)
SPEC17_620.omnetpp_s-874B                     |                             -                              | 0->4.1M (+100.0%) / 0->1.6M (+100.0%) / 0.0->38.1 (+38.08) | 0->7.5M (+100.0%) / 0->3.5M (+100.0%) / 0.0->47.0 (+47.02) | 0->6.2M (+100.0%) / 0->5.1M (+100.0%) / 0.0->81.0 (+80.97)
SPEC17_621.wrf_s-6673B                        |                             -                              | 0->2.7M (+100.0%) / 0->2.4M (+100.0%) / 0.0->87.6 (+87.62) | 0->12.4M (+100.0%) / 0->2.9M (+100.0%) / 0.0->23.2 (+23.18) | 0->3.5M (+100.0%) / 0->2.0M (+100.0%) / 0.0->57.1 (+57.14)
SPEC17_623.xalancbmk_s-10B                    |                             -                              | 0->4.4M (+100.0%) / 0->3.6M (+100.0%) / 0.0->81.7 (+81.72) | 0->18.9M (+100.0%) / 0->12.6M (+100.0%) / 0.0->67.1 (+67.07) | 0->19.5M (+100.0%) / 0->15.1M (+100.0%) / 0.0->77.5 (+77.51)
SPEC17_649.fotonik3d_s-1176B                  |                             -                              | 0->2.6M (+100.0%) / 0->2.6M (+100.0%) / 0.0->99.1 (+99.11) | 0->16.1M (+100.0%) / 0->4.0M (+100.0%) / 0.0->25.0 (+24.95) | 0->3.4M (+100.0%) / 0->2.2M (+100.0%) / 0.0->63.9 (+63.90)
SPEC17_649.fotonik3d_s-7084B                  |                             -                              | 0->3.4M (+100.0%) / 0->3.1M (+100.0%) / 0.0->91.2 (+91.19) | 0->19.7M (+100.0%) / 0->3.8M (+100.0%) / 0.0->19.4 (+19.37) | 0->6.8M (+100.0%) / 0->3.7M (+100.0%) / 0.0->53.9 (+53.92)
SPEC17_654.roms_s-293B                        |                             -                              | 0->2.5M (+100.0%) / 0->2.0M (+100.0%) / 0.0->78.7 (+78.75) | 0->12.3M (+100.0%) / 0->2.2M (+100.0%) / 0.0->17.7 (+17.70) | 0->3.2M (+100.0%) / 0->1.9M (+100.0%) / 0.0->59.7 (+59.72)
SPEC17_654.roms_s-294B                        |                             -                              | 0->3.3M (+100.0%) / 0->2.6M (+100.0%) / 0.0->77.5 (+77.49) | 0->15.0M (+100.0%) / 0->3.0M (+100.0%) / 0.0->20.1 (+20.05) | 0->4.5M (+100.0%) / 0->2.8M (+100.0%) / 0.0->62.4 (+62.36)
SPEC17_654.roms_s-523B                        |                             -                              | 0->3.2M (+100.0%) / 0->3.1M (+100.0%) / 0.0->95.2 (+95.20) | 0->17.8M (+100.0%) / 0->6.1M (+100.0%) / 0.0->34.4 (+34.41) | 0->6.5M (+100.0%) / 0->4.3M (+100.0%) / 0.0->65.8 (+65.77)
ai-ml_bark.cpp-bark-small.coarse_token_gen.1  |                             -                              | 0->1.7M (+100.0%) / 0->1.3M (+100.0%) / 0.0->77.6 (+77.58) | 0->7.1M (+100.0%) / 0->2.8M (+100.0%) / 0.0->39.5 (+39.48) | 0->1.9M (+100.0%) / 0->943.2k (+100.0%) / 0.0->49.4 (+49.37)
ai-ml_bark.cpp-bark-small.coarse_token_gen.2  |                             -                              | 0->7.7M (+100.0%) / 0->4.9M (+100.0%) / 0.0->63.3 (+63.27) | 0->16.7M (+100.0%) / 0->2.3M (+100.0%) / 0.0->13.8 (+13.80) | 0->2.4M (+100.0%) / 0->1.3M (+100.0%) / 0.0->55.8 (+55.82)
ai-ml_bark.cpp-bark-small.coarse_token_gen.4  |                             -                              | 0->9.0M (+100.0%) / 0->5.2M (+100.0%) / 0.0->58.3 (+58.25) | 0->22.8M (+100.0%) / 0->3.9M (+100.0%) / 0.0->17.1 (+17.13) | 0->2.4M (+100.0%) / 0->1.6M (+100.0%) / 0.0->65.9 (+65.92)
ai-ml_bark.cpp-bark-small.coarse_token_gen.5  |                             -                              | 0->5.2M (+100.0%) / 0->3.8M (+100.0%) / 0.0->74.0 (+74.01) | 0->20.4M (+100.0%) / 0->13.4M (+100.0%) / 0.0->65.6 (+65.55) | 0->8.7M (+100.0%) / 0->7.7M (+100.0%) / 0.0->87.9 (+87.89)
ai-ml_biogpt.cpp-ggml-model-tocilizumab.1     |                             -                              | 0->12.1M (+100.0%) / 0->9.8M (+100.0%) / 0.0->80.7 (+80.74) | 0->63.8M (+100.0%) / 0->62.2M (+100.0%) / 0.0->97.5 (+97.46) | 0->47.2M (+100.0%) / 0->46.6M (+100.0%) / 0.0->98.7 (+98.70)
ai-ml_biogpt.cpp-ggml-model-tocilizumab.2     |                             -                              | 0->13.6M (+100.0%) / 0->12.4M (+100.0%) / 0.0->90.7 (+90.72) | 0->75.9M (+100.0%) / 0->73.9M (+100.0%) / 0.0->97.3 (+97.27) | 0->46.5M (+100.0%) / 0->46.0M (+100.0%) / 0.0->98.8 (+98.76)
ai-ml_biogpt.cpp-ggml-model-tocilizumab.3     |                             -                              | 0->13.1M (+100.0%) / 0->11.2M (+100.0%) / 0.0->85.2 (+85.21) | 0->79.9M (+100.0%) / 0->78.1M (+100.0%) / 0.0->97.8 (+97.77) | 0->47.4M (+100.0%) / 0->46.8M (+100.0%) / 0.0->98.6 (+98.64)
ai-ml_clip_trace_1                            |                             -                              | 0->10.5M (+100.0%) / 0->1.7M (+100.0%) / 0.0->16.6 (+16.55) | 0->8.4M (+100.0%) / 0->2.9M (+100.0%) / 0.0->34.2 (+34.21) | 0->1.3M (+100.0%) / 0->1.1M (+100.0%) / 0.0->86.3 (+86.31)
ai-ml_clip_trace_3                            |                             -                              | 0->8.8M (+100.0%) / 0->1.8M (+100.0%) / 0.0->20.4 (+20.38) | 0->9.2M (+100.0%) / 0->3.3M (+100.0%) / 0.0->36.5 (+36.49) | 0->1.7M (+100.0%) / 0->1.3M (+100.0%) / 0.0->79.1 (+79.09)
ai-ml_llama2.c-stories110M.1                  |                             -                              | 0->6.1M (+100.0%) / 0->6.0M (+100.0%) / 0.0->99.3 (+99.27) | 0->31.2M (+100.0%) / 0->30.0M (+100.0%) / 0.0->96.0 (+96.02) | 0->13.0M (+100.0%) / 0->12.8M (+100.0%) / 0.0->98.8 (+98.79)
ai-ml_llama2.c-stories110M.2                  |                             -                              | 0->6.1M (+100.0%) / 0->6.1M (+100.0%) / 0.0->99.2 (+99.20) | 0->31.4M (+100.0%) / 0->30.2M (+100.0%) / 0.0->95.9 (+95.89) | 0->13.0M (+100.0%) / 0->12.8M (+100.0%) / 0.0->98.8 (+98.82)
ai-ml_llama2.c-stories110M.3                  |                             -                              | 0->6.1M (+100.0%) / 0->6.1M (+100.0%) / 0.0->99.2 (+99.16) | 0->31.4M (+100.0%) / 0->30.3M (+100.0%) / 0.0->96.4 (+96.41) | 0->13.0M (+100.0%) / 0->12.8M (+100.0%) / 0.0->98.8 (+98.84)
ai-ml_llama2.c-stories15M.1                   |                             -                              | 0->6.0M (+100.0%) / 0->5.8M (+100.0%) / 0.0->98.0 (+97.96) | 0->26.8M (+100.0%) / 0->23.6M (+100.0%) / 0.0->88.1 (+88.12) | 0->12.5M (+100.0%) / 0->11.5M (+100.0%) / 0.0->91.6 (+91.63)
