============================================================================================================================================================================================================================================================================================================
1. IPC PERFORMANCE (Base -> Exp)
============================================================================================================================================================================================================================================================================================================
Trace Name                                    |     Base |      Exp |  Speedup |     Diff%
    L2C_PF_Acc                    : 0->29.3M (+100.0%)
    L2C_PF_Miss                   : 0->10.4M (+100.0%)
    LLC_LOAD_Acc                  : 4.7M->4.7M (+0.5%)
    LLC_LOAD_Miss                 : 2.0M->1.7M (-12.0%)
    LLC_PF_Acc                    : 0->22.2M (+100.0%)
    LLC_PF_Miss                   : 0->8.6M (+100.0%)

[Graph_GAP_cc-14]
    IPC                           : 0.4->0.4 (+10.3%)
    L1D_LOAD_Acc                  : 53.0M->51.6M (-2.6%)
    L1D_LOAD_Miss                 : 19.3M->14.5M (-25.0%)
    L1D_PF_Acc                    : 0->4.7M (+100.0%)
    L1D_PF_Miss                   : 0->3.2M (+100.0%)
    L1I_LOAD_Acc                  : 2.3M->2.1M (-11.4%)
    L2C_LOAD_Acc                  : 14.9M->14.0M (-6.1%)
    L2C_LOAD_Miss                 : 4.6M->4.7M (+2.5%)
    L2C_PF_Acc                    : 0->27.4M (+100.0%)
    L2C_PF_Miss                   : 0->10.1M (+100.0%)
    LLC_LOAD_Acc                  : 4.6M->4.7M (+1.5%)
    LLC_LOAD_Miss                 : 1.9M->1.7M (-11.5%)
    LLC_PF_Acc                    : 0->21.6M (+100.0%)
    LLC_PF_Miss                   : 0->8.4M (+100.0%)

[Graph_GAP_cc-5]
    IPC                           : 0.4->0.5 (+13.6%)
    L1D_LOAD_Acc                  : 52.1M->50.5M (-3.1%)
    L1D_LOAD_Miss                 : 19.6M->14.3M (-27.3%)
    L1D_PF_Acc                    : 0->4.7M (+100.0%)
    L1D_PF_Miss                   : 0->3.1M (+100.0%)
    L1I_LOAD_Acc                  : 2.8M->2.4M (-11.7%)
    L2C_LOAD_Acc                  : 14.6M->13.7M (-6.3%)
    L2C_LOAD_Miss                 : 4.5M->4.6M (+1.7%)
    L2C_PF_Acc                    : 0->26.8M (+100.0%)
    L2C_PF_Miss                   : 0->9.5M (+100.0%)
    LLC_LOAD_Acc                  : 4.5M->4.6M (+0.9%)
    LLC_LOAD_Miss                 : 1.9M->1.7M (-11.6%)
    LLC_PF_Acc                    : 0->20.4M (+100.0%)
    LLC_PF_Miss                   : 0->8.0M (+100.0%)

[Graph_GAP_sssp-10]
    IPC                           : 0.5->0.7 (+20.4%)
    L1D_LOAD_Acc                  : 51.2M->49.0M (-4.2%)
    L1D_LOAD_Miss                 : 17.9M->9.7M (-45.7%)
    L1D_PF_Acc                    : 0->4.2M (+100.0%)
    L1D_PF_Miss                   : 0->3.8M (+100.0%)
    L1I_LOAD_Acc                  : 17.7M->17.6M (-0.2%)
    L2C_LOAD_Acc                  : 10.4M->9.1M (-12.5%)
    L2C_LOAD_Miss                 : 4.3M->3.8M (-10.1%)
    L2C_PF_Acc                    : 0->26.6M (+100.0%)
    L2C_PF_Miss                   : 0->11.5M (+100.0%)
    LLC_LOAD_Acc                  : 4.3M->3.7M (-13.1%)
    LLC_LOAD_Miss                 : 2.2M->1.5M (-32.1%)
    LLC_PF_Acc                    : 0->22.0M (+100.0%)
    LLC_PF_Miss                   : 0->9.5M (+100.0%)

[Graph_GAP_sssp-14]
    IPC                           : 0.5->0.7 (+22.6%)
    L1D_LOAD_Acc                  : 51.4M->49.4M (-3.9%)
    L1D_LOAD_Miss                 : 17.9M->9.7M (-46.1%)
    L1D_PF_Acc                    : 0->4.4M (+100.0%)
    L1D_PF_Miss                   : 0->3.8M (+100.0%)
    L1I_LOAD_Acc                  : 17.6M->17.6M (-0.2%)
    L2C_LOAD_Acc                  : 10.4M->9.0M (-12.8%)
    L2C_LOAD_Miss                 : 4.3M->3.9M (-9.5%)
    L2C_PF_Acc                    : 0->27.3M (+100.0%)
    L2C_PF_Miss                   : 0->12.0M (+100.0%)
    LLC_LOAD_Acc                  : 4.3M->3.7M (-12.8%)
    LLC_LOAD_Miss                 : 2.2M->1.5M (-32.5%)
    LLC_PF_Acc                    : 0->22.5M (+100.0%)
    LLC_PF_Miss                   : 0->9.6M (+100.0%)

[Graph_GMS_gms.k_clique_count_set_based.soc-pokec-relationships.slice-4]
    IPC                           : 2.0->2.2 (+13.1%)
    L1D_LOAD_Acc                  : 25.2M->24.4M (-3.2%)
    L1D_LOAD_Miss                 : 2.3M->1.0M (-54.9%)
    L1D_PF_Acc                    : 0->304.1k (+100.0%)
    L1D_PF_Miss                   : 0->184.3k (+100.0%)
    L1I_LOAD_Acc                  : 19.0M->18.9M (-0.2%)
    L2C_LOAD_Acc                  : 524.7k->383.0k (-27.0%)
    L2C_LOAD_Miss                 : 524.7k->138.8k (-73.5%)
    L2C_PF_Acc                    : 0->2.1M (+100.0%)
    L2C_PF_Miss                   : 0->1.1M (+100.0%)
    LLC_LOAD_Acc                  : 524.7k->54.0k (-89.7%)
    LLC_LOAD_Miss                 : 524.7k->44.4k (-91.5%)
    LLC_PF_Acc                    : 0->977.3k (+100.0%)
    LLC_PF_Miss                   : 0->726.5k (+100.0%)

[Graph_GMS_gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-367]
    IPC                           : 1.1->1.1 (-1.8%)
    L1D_LOAD_Acc                  : 39.3M->39.1M (-0.7%)
    L1D_LOAD_Miss                 : 5.5M->4.4M (-19.0%)
    L1D_PF_Acc                    : 0->1.4M (+100.0%)
    L1D_PF_Miss                   : 0->556.1k (+100.0%)
    L1I_LOAD_Acc                  : 19.5M->19.5M (-0.2%)
    L2C_LOAD_Acc                  : 3.9M->3.6M (-6.0%)
    L2C_LOAD_Miss                 : 1.0M->953.5k (-6.5%)
    L2C_PF_Acc                    : 0->4.7M (+100.0%)
    L2C_PF_Miss                   : 0->1.2M (+100.0%)
    LLC_LOAD_Acc                  : 1.0M->940.5k (-7.8%)
    LLC_LOAD_Miss                 : 676.4k->595.3k (-12.0%)
    LLC_PF_Acc                    : 0->2.6M (+100.0%)
    LLC_PF_Miss                   : 0->1.6M (+100.0%)

[Graph_GMS_gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-80]
    IPC                           : 1.1->1.1 (-4.5%)
    L1D_LOAD_Acc                  : 38.1M->37.9M (-0.7%)
    L1D_LOAD_Miss                 : 5.9M->4.8M (-19.4%)
    L1D_PF_Acc                    : 0->1.8M (+100.0%)
    L1D_PF_Miss                   : 0->708.3k (+100.0%)
    L2C_LOAD_Acc                  : 4.1M->3.8M (-6.6%)
    L2C_LOAD_Miss                 : 1.2M->1.2M (-0.4%)
    L2C_PF_Acc                    : 0->5.4M (+100.0%)
    L2C_PF_Miss                   : 0->1.6M (+100.0%)
    LLC_LOAD_Acc                  : 1.2M->1.2M (-2.2%)
    LLC_LOAD_Miss                 : 792.2k->777.1k (-1.9%)
    LLC_PF_Acc                    : 0->3.4M (+100.0%)
    LLC_PF_Miss                   : 0->2.2M (+100.0%)

[Graph_GMS_gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-236]
    IPC                           : 1.0->1.0 (+2.0%)
    L1D_LOAD_Acc                  : 45.7M->45.6M (-0.4%)
    L1D_LOAD_Miss                 : 2.5M->1.9M (-24.6%)
    L1D_PF_Acc                    : 0->276.1k (+100.0%)
    L1D_PF_Miss                   : 0->193.6k (+100.0%)
    L2C_LOAD_Acc                  : 1.6M->1.5M (-4.4%)
    L2C_LOAD_Miss                 : 688.2k->599.0k (-13.0%)
    L2C_PF_Acc                    : 0->1.9M (+100.0%)
    L2C_PF_Miss                   : 0->825.8k (+100.0%)
    LLC_LOAD_Acc                  : 688.2k->589.7k (-14.3%)
    LLC_LOAD_Miss                 : 417.0k->324.6k (-22.2%)
    LLC_PF_Acc                    : 0->1.8M (+100.0%)
    LLC_PF_Miss                   : 0->993.7k (+100.0%)

[Graph_GMS_gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-248]
    IPC                           : 0.9->0.9 (+1.1%)
    L1D_LOAD_Acc                  : 45.9M->45.6M (-0.5%)
    L1D_LOAD_Miss                 : 3.6M->2.8M (-21.8%)
    L1D_PF_Acc                    : 0->350.6k (+100.0%)
    L1D_PF_Miss                   : 0->272.0k (+100.0%)
    L1I_LOAD_Acc                  : 1.5M->1.5M (+1.0%)
    L2C_LOAD_Acc                  : 2.3M->2.2M (-4.0%)
    L2C_LOAD_Miss                 : 1.1M->941.5k (-11.6%)
    L2C_PF_Acc                    : 0->2.8M (+100.0%)
    L2C_PF_Miss                   : 0->1.3M (+100.0%)
    LLC_LOAD_Acc                  : 1.1M->923.9k (-13.3%)
    LLC_LOAD_Miss                 : 583.1k->469.2k (-19.5%)
    LLC_PF_Acc                    : 0->2.7M (+100.0%)
    LLC_PF_Miss                   : 0->1.4M (+100.0%)

[Graph_GMS_gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4]
    IPC                           : 2.0->2.2 (+12.5%)
    L1D_LOAD_Acc                  : 25.2M->24.4M (-3.0%)
    L1D_LOAD_Miss                 : 2.3M->1.0M (-54.0%)
    L1D_PF_Acc                    : 0->308.7k (+100.0%)
    L1D_PF_Miss                   : 0->186.2k (+100.0%)
    L1I_LOAD_Acc                  : 19.0M->18.9M (-0.3%)
    L2C_LOAD_Acc                  : 524.7k->382.2k (-27.2%)
    L2C_LOAD_Miss                 : 524.7k->159.2k (-69.7%)
    L2C_PF_Acc                    : 0->2.6M (+100.0%)
    L2C_PF_Miss                   : 0->1.5M (+100.0%)
    LLC_LOAD_Acc                  : 524.7k->56.3k (-89.3%)
    LLC_LOAD_Miss                 : 524.7k->45.3k (-91.4%)
    LLC_PF_Acc                    : 0->975.1k (+100.0%)
    LLC_PF_Miss                   : 0->731.7k (+100.0%)

[Graph_GMS_gms.k_clique_star_list.soc-pokec-relationships.slice-1291]
    IPC                           : 1.1->1.4 (+22.6%)
    L1D_LOAD_Acc                  : 31.6M->31.5M (-0.2%)
    L1D_LOAD_Miss                 : 952.2k->378.3k (-60.3%)
    L1D_PF_Acc                    : 0->585.0k (+100.0%)
    L1D_PF_Miss                   : 0->321.8k (+100.0%)
    L1I_LOAD_Acc                  : 5.0M->5.0M (-0.2%)
    L2C_LOAD_Acc                  : 418.1k->252.7k (-39.6%)
    L2C_LOAD_Miss                 : 395.5k->126.6k (-68.0%)
    L2C_PF_Acc                    : 0->2.3M (+100.0%)
    L2C_PF_Miss                   : 0->872.3k (+100.0%)
    LLC_LOAD_Acc                  : 395.5k->122.8k (-68.9%)
    LLC_LOAD_Miss                 : 392.8k->112.8k (-71.3%)
    LLC_PF_Acc                    : 0->1.3M (+100.0%)
    LLC_PF_Miss                   : 0->1.0M (+100.0%)

[Graph_GMS_gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852]
    IPC                           : 1.9->2.2 (+18.8%)
    L1D_LOAD_Acc                  : 44.4M->44.4M (+0.1%)
    L1D_LOAD_Miss                 : 12.4M->381.4k (-96.9%)
    L1D_PF_Acc                    : 0->1.4M (+100.0%)
    L1D_PF_Miss                   : 0->1.4M (+100.0%)
    L1I_LOAD_Acc                  : 44.5M->44.3M (-0.4%)
    L2C_LOAD_Acc                  : 1.4M->22.0k (-98.4%)
    L2C_LOAD_Miss                 : 1.2M->18.7k (-98.4%)
    L2C_PF_Acc                    : 0->8.5M (+100.0%)
    L2C_PF_Miss                   : 0->1.2M (+100.0%)
    LLC_LOAD_Acc                  : 1.2M->18.7k (-98.4%)
    LLC_LOAD_Miss                 : 294.6k->4.2k (-98.6%)
    LLC_PF_Acc                    : 0->2.3M (+100.0%)
    LLC_PF_Miss                   : 0->610.8k (+100.0%)

[Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-117]
    IPC                           : 0.5->0.8 (+57.1%)
    L1D_LOAD_Acc                  : 34.6M->34.3M (-0.9%)
    L1D_LOAD_Miss                 : 4.6M->919.1k (-80.1%)
    L1D_PF_Acc                    : 0->1.4M (+100.0%)
    L1D_PF_Miss                   : 0->1.3M (+100.0%)
    L1I_LOAD_Acc                  : 56.7k->55.7k (-1.8%)
    L2C_LOAD_Acc                  : 1.6M->654.3k (-58.1%)
    L2C_LOAD_Miss                 : 1.5M->411.2k (-73.4%)
    L2C_PF_Acc                    : 0->8.0M (+100.0%)
    L2C_PF_Miss                   : 0->3.3M (+100.0%)
    LLC_LOAD_Acc                  : 1.5M->402.5k (-73.9%)
    LLC_LOAD_Miss                 : 1.5M->393.9k (-74.3%)
    LLC_PF_Acc                    : 0->4.5M (+100.0%)
    LLC_PF_Miss                   : 0->3.6M (+100.0%)

[Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-137]
    IPC                           : 0.3->0.6 (+65.7%)
    L1D_LOAD_Miss                 : 5.1M->1.8M (-64.4%)
    L1D_PF_Acc                    : 0->2.4M (+100.0%)
    L1D_PF_Miss                   : 0->1.9M (+100.0%)
    L1I_LOAD_Acc                  : 20.2k->18.3k (-9.2%)
    L2C_LOAD_Acc                  : 2.5M->1.3M (-48.4%)
    L2C_LOAD_Miss                 : 2.5M->799.4k (-68.1%)
    L2C_PF_Acc                    : 0->12.6M (+100.0%)
    L2C_PF_Miss                   : 0->5.9M (+100.0%)
    LLC_LOAD_Acc                  : 2.5M->779.8k (-68.9%)
    LLC_LOAD_Miss                 : 2.5M->758.6k (-69.6%)
    LLC_PF_Acc                    : 0->7.6M (+100.0%)
    LLC_PF_Miss                   : 0->6.2M (+100.0%)

[Graph_GMS_gms.triangle_count.soc-pokec-relationships.slice-360]
    IPC                           : 0.3->0.6 (+67.6%)
    L1D_LOAD_Acc                  : 38.7M->38.6M (-0.2%)
    L1D_LOAD_Miss                 : 5.1M->2.0M (-60.7%)
    L1D_PF_Acc                    : 0->2.5M (+100.0%)
    L1D_PF_Miss                   : 0->1.9M (+100.0%)
    L1I_LOAD_Acc                  : 56.6k->83.4k (+47.2%)
    L2C_LOAD_Acc                  : 2.7M->1.5M (-44.9%)
    L2C_LOAD_Miss                 : 2.7M->967.4k (-64.0%)
    L2C_PF_Acc                    : 0->12.7M (+100.0%)
    L2C_PF_Miss                   : 0->6.0M (+100.0%)
    LLC_LOAD_Acc                  : 2.7M->948.2k (-64.7%)
    LLC_LOAD_Miss                 : 2.6M->920.6k (-65.1%)
    LLC_PF_Acc                    : 0->8.0M (+100.0%)
    LLC_PF_Miss                   : 0->6.5M (+100.0%)

[Graph_Ligra_ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_15500M.length_250M]
    IPC                           : 0.7->1.4 (+104.2%)
    L1D_LOAD_Acc                  : 17.6M->9.5M (-45.8%)
    L1D_LOAD_Miss                 : 14.5M->863.8k (-94.0%)
    L1D_PF_Acc                    : 0->1.5M (+100.0%)
    L1D_PF_Miss                   : 0->1.4M (+100.0%)
    L1I_LOAD_Acc                  : 9.1M->7.4M (-18.0%)
    L2C_LOAD_Acc                  : 1.5M->224.8k (-85.3%)
    L2C_LOAD_Miss                 : 1.5M->44.1k (-97.1%)
    L2C_PF_Acc                    : 0->8.8M (+100.0%)
    L2C_PF_Miss                   : 0->3.1M (+100.0%)
    LLC_LOAD_Acc                  : 1.5M->38.4k (-97.5%)
    LLC_LOAD_Miss                 : 1.5M->38.3k (-97.5%)
    LLC_PF_Acc                    : 0->3.0M (+100.0%)
    LLC_PF_Miss                   : 0->1.9M (+100.0%)

[Graph_Ligra_ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M]
    IPC                           : 1.3->2.0 (+52.7%)
    L1D_LOAD_Acc                  : 14.6M->15.4M (+5.9%)
    L1D_LOAD_Miss                 : 6.4M->3.0M (-53.5%)
    L1D_PF_Acc                    : 0->1.6M (+100.0%)
    L1D_PF_Miss                   : 0->926.5k (+100.0%)
    L1I_LOAD_Acc                  : 21.0M->21.8M (+3.8%)
    L2C_LOAD_Acc                  : 2.8M->2.0M (-27.9%)
    L2C_LOAD_Miss                 : 1.8M->306.8k (-83.3%)
    L2C_PF_Acc                    : 0->9.6M (+100.0%)
    L2C_PF_Miss                   : 0->3.8M (+100.0%)
    LLC_LOAD_Acc                  : 1.8M->122.3k (-93.4%)
    LLC_LOAD_Miss                 : 1.1M->52.1k (-95.0%)
    LLC_PF_Acc                    : 0->3.5M (+100.0%)
    LLC_PF_Miss                   : 0->1.7M (+100.0%)

[Graph_Ligra_ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M]
    IPC                           : 0.5->1.4 (+180.0%)
    L1D_LOAD_Acc                  : 19.5M->15.4M (-21.2%)
    L1D_LOAD_Miss                 : 12.5M->1.1M (-91.0%)
    L1D_PF_Acc                    : 0->2.6M (+100.0%)
    L1D_PF_Miss                   : 0->2.5M (+100.0%)
    L1I_LOAD_Acc                  : 14.9M->14.9M (+0.2%)
    L2C_LOAD_Acc                  : 2.7M->300.9k (-88.9%)
    L2C_LOAD_Miss                 : 2.7M->96.8k (-96.4%)
    L2C_PF_Acc                    : 0->16.0M (+100.0%)
    L2C_PF_Miss                   : 0->5.0M (+100.0%)
    LLC_LOAD_Acc                  : 2.7M->77.1k (-97.2%)
    LLC_LOAD_Miss                 : 2.7M->76.9k (-97.2%)
    LLC_PF_Acc                    : 0->5.3M (+100.0%)
    LLC_PF_Miss                   : 0->3.3M (+100.0%)

[Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M]
    IPC                           : 0.5->1.9 (+249.1%)
    L1D_LOAD_Acc                  : 17.7M->21.0M (+19.0%)
    L1D_LOAD_Miss                 : 14.4M->1.8M (-87.7%)
    L1D_PF_Acc                    : 0->3.2M (+100.0%)
    L1D_PF_Miss                   : 0->3.2M (+100.0%)
    L2C_LOAD_Acc                  : 3.2M->142.4k (-95.6%)
    L2C_LOAD_Miss                 : 3.2M->106.3k (-96.7%)
    L2C_PF_Acc                    : 0->17.6M (+100.0%)
    L2C_PF_Miss                   : 0->7.7M (+100.0%)
    LLC_LOAD_Acc                  : 3.2M->104.8k (-96.7%)
    LLC_LOAD_Miss                 : 3.2M->104.7k (-96.7%)
    LLC_PF_Acc                    : 0->6.2M (+100.0%)
    LLC_PF_Miss                   : 0->4.3M (+100.0%)

[Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M]
    IPC                           : 0.9->1.0 (+13.2%)
    L1D_LOAD_Acc                  : 30.8M->30.9M (+0.5%)
    L1D_LOAD_Miss                 : 7.8M->5.6M (-27.5%)
    L1D_PF_Acc                    : 0->1.2M (+100.0%)
    L1D_PF_Miss                   : 0->909.5k (+100.0%)
    L2C_LOAD_Acc                  : 2.1M->1.5M (-31.0%)
    L2C_LOAD_Miss                 : 1.9M->1.2M (-39.9%)
    L2C_PF_Acc                    : 0->6.6M (+100.0%)
    L2C_PF_Miss                   : 0->3.0M (+100.0%)
    LLC_LOAD_Acc                  : 1.9M->1.1M (-43.6%)
    LLC_LOAD_Miss                 : 1.9M->1.0M (-45.6%)
    LLC_PF_Acc                    : 0->3.9M (+100.0%)
    LLC_PF_Miss                   : 0->3.2M (+100.0%)

[Graph_Ligra_ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M]
    IPC                           : 1.3->2.0 (+51.9%)
    L1D_LOAD_Acc                  : 14.6M->15.4M (+5.9%)
    L1D_LOAD_Miss                 : 6.4M->3.0M (-53.6%)
    L1D_PF_Acc                    : 0->1.6M (+100.0%)
    L1D_PF_Miss                   : 0->953.2k (+100.0%)
    L1I_LOAD_Acc                  : 25.3M->26.2M (+3.7%)
    L2C_LOAD_Acc                  : 2.8M->2.0M (-28.7%)
    L2C_LOAD_Miss                 : 1.8M->323.8k (-82.4%)
    L2C_PF_Acc                    : 0->10.8M (+100.0%)
    L2C_PF_Miss                   : 0->4.7M (+100.0%)
    LLC_LOAD_Acc                  : 1.8M->124.1k (-93.3%)
    LLC_LOAD_Miss                 : 1.1M->51.7k (-95.1%)
    LLC_PF_Acc                    : 0->3.5M (+100.0%)
    LLC_PF_Miss                   : 0->1.7M (+100.0%)

[Graph_Ligra_ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M]
    IPC                           : 0.4->0.4 (+10.5%)
    L1D_LOAD_Acc                  : 51.8M->51.3M (-1.0%)
    L1D_LOAD_Miss                 : 18.8M->14.1M (-25.2%)
    L1D_PF_Acc                    : 0->4.2M (+100.0%)
    L1D_PF_Miss                   : 0->2.8M (+100.0%)
    L1I_LOAD_Acc                  : 4.0M->4.1M (+2.0%)
    L2C_LOAD_Acc                  : 15.0M->13.6M (-9.4%)
    L2C_LOAD_Miss                 : 8.5M->6.4M (-25.1%)
    L2C_PF_Acc                    : 0->24.3M (+100.0%)
    L2C_PF_Miss                   : 0->9.4M (+100.0%)
    LLC_LOAD_Acc                  : 8.5M->6.4M (-25.3%)
    LLC_LOAD_Miss                 : 5.5M->3.8M (-29.7%)
    LLC_PF_Acc                    : 0->22.0M (+100.0%)
    LLC_PF_Miss                   : 0->12.7M (+100.0%)

[Graph_Ligra_ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M]
    IPC                           : 0.5->1.5 (+214.3%)
    L1D_LOAD_Acc                  : 22.0M->20.2M (-8.4%)
    L1D_LOAD_Miss                 : 11.3M->1.9M (-83.6%)
    L1D_PF_Acc                    : 0->2.3M (+100.0%)
    L1D_PF_Miss                   : 0->2.1M (+100.0%)
    L1I_LOAD_Acc                  : 10.1M->9.9M (-2.0%)
    L2C_LOAD_Acc                  : 2.8M->779.8k (-72.0%)
    L2C_LOAD_Miss                 : 2.4M->84.7k (-96.5%)
    L2C_PF_Acc                    : 0->13.4M (+100.0%)
    L2C_PF_Miss                   : 0->3.9M (+100.0%)
    LLC_LOAD_Acc                  : 2.4M->71.9k (-97.0%)
    LLC_LOAD_Miss                 : 2.4M->66.3k (-97.3%)
    LLC_PF_Acc                    : 0->4.7M (+100.0%)
    LLC_PF_Miss                   : 0->3.1M (+100.0%)

[Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M]
    IPC                           : 0.5->1.5 (+214.3%)
    L1D_LOAD_Acc                  : 22.0M->20.1M (-8.4%)
    L1D_LOAD_Miss                 : 11.3M->1.8M (-83.7%)
    L1D_PF_Acc                    : 0->2.3M (+100.0%)
    L1D_PF_Miss                   : 0->2.1M (+100.0%)
    L1I_LOAD_Acc                  : 13.0M->13.1M (+0.7%)
    L2C_LOAD_Acc                  : 2.8M->777.9k (-72.1%)
    L2C_LOAD_Miss                 : 2.4M->91.4k (-96.2%)
    L2C_PF_Acc                    : 0->14.0M (+100.0%)
    L2C_PF_Miss                   : 0->3.8M (+100.0%)
    LLC_LOAD_Acc                  : 2.4M->72.5k (-97.0%)
    LLC_LOAD_Miss                 : 2.4M->66.8k (-97.2%)
    LLC_PF_Acc                    : 0->4.7M (+100.0%)
    LLC_PF_Miss                   : 0->3.0M (+100.0%)

[Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M]
    IPC                           : 0.7->2.0 (+188.6%)
    L1D_LOAD_Acc                  : 48.7M->42.3M (-13.2%)
    L1D_LOAD_Miss                 : 12.9M->5.3M (-59.1%)
    L1D_PF_Acc                    : 0->4.8M (+100.0%)
    L1D_PF_Miss                   : 0->2.9M (+100.0%)
    L1I_LOAD_Acc                  : 16.6M->15.8M (-4.7%)
    L2C_LOAD_Acc                  : 6.1M->4.9M (-19.6%)
    L2C_LOAD_Miss                 : 1.4M->34.3k (-97.6%)
    L2C_PF_Acc                    : 0->21.6M (+100.0%)
    L2C_PF_Miss                   : 0->1.4M (+100.0%)
    LLC_LOAD_Acc                  : 1.4M->32.9k (-97.7%)
    LLC_LOAD_Miss                 : 1.4M->17.5k (-98.8%)
    LLC_PF_Acc                    : 0->2.7M (+100.0%)
    LLC_PF_Miss                   : 0->1.5M (+100.0%)

[Graph_Ligra_ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M]
    IPC                           : 0.9->1.2 (+35.6%)
    L1D_LOAD_Acc                  : 42.4M->39.1M (-7.6%)
    L1D_LOAD_Miss                 : 20.6M->17.1M (-17.1%)
    L1D_PF_Acc                    : 0->5.8M (+100.0%)
    L1D_PF_Miss                   : 0->3.3M (+100.0%)
    L1I_LOAD_Acc                  : 18.8M->18.6M (-0.7%)
    L2C_LOAD_Acc                  : 17.4M->16.9M (-2.7%)
    L2C_LOAD_Miss                 : 3.7M->2.8M (-24.1%)
    L2C_PF_Acc                    : 0->26.6M (+100.0%)
    L2C_PF_Miss                   : 0->4.3M (+100.0%)
    LLC_LOAD_Acc                  : 3.7M->2.8M (-24.7%)
    LLC_LOAD_Miss                 : 2.5M->1.4M (-43.8%)
    LLC_PF_Acc                    : 0->10.1M (+100.0%)
    LLC_PF_Miss                   : 0->5.1M (+100.0%)

[Graph_Ligra_ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M]
    IPC                           : 1.3->1.9 (+51.2%)
    L1D_LOAD_Acc                  : 14.6M->15.5M (+5.8%)
    L1D_LOAD_Miss                 : 6.4M->3.0M (-53.5%)
    L1D_PF_Acc                    : 0->1.7M (+100.0%)
    L1D_PF_Miss                   : 0->974.6k (+100.0%)
    L1I_LOAD_Acc                  : 25.7M->27.8M (+8.1%)
    L2C_LOAD_Acc                  : 2.8M->2.0M (-29.1%)
    L2C_LOAD_Miss                 : 1.9M->331.1k (-82.3%)
    L2C_PF_Acc                    : 0->10.9M (+100.0%)
    L2C_PF_Miss                   : 0->4.7M (+100.0%)
    LLC_LOAD_Acc                  : 1.9M->129.0k (-93.1%)
    LLC_LOAD_Miss                 : 1.1M->53.9k (-94.9%)
    LLC_PF_Acc                    : 0->3.6M (+100.0%)
    LLC_PF_Miss                   : 0->1.7M (+100.0%)

[Graph_Ligra_ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M]
    IPC                           : 0.7->1.1 (+55.9%)
    L1D_LOAD_Acc                  : 28.9M->26.7M (-7.6%)
    L1D_LOAD_Miss                 : 10.6M->5.3M (-49.4%)
    L1D_PF_Acc                    : 0->2.6M (+100.0%)
    L1D_PF_Miss                   : 0->1.9M (+100.0%)
    L1I_LOAD_Acc                  : 29.5M->29.9M (+1.2%)
    L2C_LOAD_Acc                  : 5.7M->4.6M (-18.7%)
    L2C_LOAD_Miss                 : 3.1M->1.2M (-62.6%)
    L2C_PF_Acc                    : 0->18.0M (+100.0%)
    L2C_PF_Miss                   : 0->6.3M (+100.0%)
    LLC_LOAD_Acc                  : 3.1M->870.5k (-72.0%)
    LLC_LOAD_Miss                 : 2.8M->598.9k (-78.3%)
    LLC_PF_Acc                    : 0->6.9M (+100.0%)
    LLC_PF_Miss                   : 0->4.6M (+100.0%)

[Graph_Ligra_ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M]
    IPC                           : 0.6->1.1 (+72.6%)
    L1D_LOAD_Acc                  : 33.8M->32.7M (-3.4%)
    L1D_LOAD_Miss                 : 6.7M->1.7M (-74.9%)
    L1D_PF_Acc                    : 0->1.3M (+100.0%)
    L1D_PF_Miss                   : 0->1.0M (+100.0%)
    L1I_LOAD_Acc                  : 4.8M->4.5M (-5.6%)
    L2C_LOAD_Acc                  : 1.9M->1.1M (-43.9%)
    L2C_LOAD_Miss                 : 1.9M->536.2k (-72.0%)
    L2C_PF_Acc                    : 0->9.2M (+100.0%)
    L2C_PF_Miss                   : 0->4.2M (+100.0%)
    LLC_LOAD_Acc                  : 1.9M->220.1k (-88.5%)
