================================================================================================================================================================
1. IPC PERFORMANCE (Base -> Exp)
================================================================================================================================================================
Trace Name                          |     Base |      Exp |  Speedup |     Diff%
ai-ml_llama2.c-stories110M.3        |    1.920 |    1.920 |    1.000 | +0.0%
ai-ml_llama2.c-stories15M.1         |    2.230 |    2.190 |    0.982 | -1.8%
ai-ml_llama2.c-stories15M.2         |    2.170 |    2.180 |    1.005 | +0.5%
ai-ml_llama2.c-stories15M.3         |    2.100 |    2.140 |    1.019 | +1.9%
ai-ml_llama2.c-stories42M.1         |    2.220 |    2.210 |    0.995 | -0.5%
ai-ml_llama2.c-stories42M.2         |    2.210 |    2.210 |    1.000 | +0.0%
ai-ml_llama2.c-stories42M.3         |    2.220 |    2.220 |    1.000 | +0.0%
ai-ml_rwkv_trace_1                  |    0.120 |    0.120 |    1.000 | +0.0%
ai-ml_rwkv_trace_2                  |    0.680 |    0.680 |    1.000 | +0.0%
ai-ml_stable-diffusion.cpp-sd-v1-.. |    2.350 |    2.350 |    1.000 | +0.0%
ai-ml_stable-diffusion.cpp-sd-v1-.. |    2.680 |    2.670 |    0.996 | -0.4%
ai-ml_stable-diffusion.cpp-v1-5-p.. |    2.650 |    2.650 |    1.000 | +0.0%
ai-ml_stable-diffusion.cpp-v2-1_7.. |    1.800 |    1.800 |    1.000 | +0.0%
ai-ml_stable-diffusion.cpp-v2-1_7.. |    2.600 |    2.600 |    1.000 | +0.0%
ai-ml_stable-diffusion.cpp-v2-1_7.. |    2.670 |    2.670 |    1.000 | +0.0%
ai-ml_vit.cpp-base-ggml-model-f16.. |    3.400 |    3.400 |    1.000 | +0.0%
ai-ml_vit.cpp-large-ggml-model-f1.. |    3.470 |    3.470 |    1.000 | +0.0%
ai-ml_whisper_trace_1               |    2.980 |    2.980 |    1.000 | +0.0%
ai-ml_whisper_trace_2               |    2.990 |    2.990 |    1.000 | +0.0%
ai-ml_whisper_trace_3               |    2.980 |    2.980 |    1.000 | +0.0%
gtraces_v2_arizona_0000             |    1.740 |    1.760 |    1.011 | +1.1%
gtraces_v2_arizona_0001             |    1.730 |    1.750 |    1.012 | +1.2%
gtraces_v2_arizona_0002             |    1.980 |    2.070 |    1.045 | +4.5%
gtraces_v2_charlie_0000             |    1.370 |    1.420 |    1.036 | +3.6%
gtraces_v2_charlie_0001             |    1.280 |    1.330 |    1.039 | +3.9%
gtraces_v2_charlie_0002             |    0.870 |    0.900 |    1.034 | +3.4%
gtraces_v2_charlie_0003             |    0.800 |    0.820 |    1.025 | +2.5%
gtraces_v2_charlie_0004             |    0.990 |    1.020 |    1.030 | +3.0%
gtraces_v2_merced_0000              |    0.760 |    0.820 |    1.079 | +7.9%
gtraces_v2_merced_0001              |    0.590 |    0.630 |    1.068 | +6.8%
gtraces_v2_merced_0002              |    0.630 |    0.680 |    1.079 | +7.9%
gtraces_v2_merced_0003              |    0.580 |    0.630 |    1.086 | +8.6%
gtraces_v2_merced_0004              |    0.660 |    0.720 |    1.091 | +9.1%
gtraces_v2_sierra.a.3_0000          |    0.440 |    0.540 |    1.227 | +22.7%
gtraces_v2_sierra.a.3_0001          |    0.540 |    0.630 |    1.167 | +16.7%
gtraces_v2_sierra.a.3_0002          |    0.520 |    0.620 |    1.192 | +19.2%
gtraces_v2_sierra.a.3_0003          |    0.520 |    0.620 |    1.192 | +19.2%
gtraces_v2_sierra.a.3_0004          |    0.510 |    0.600 |    1.176 | +17.6%
gtraces_v2_sierra.a.4_0000          |    0.460 |    0.510 |    1.109 | +10.9%
gtraces_v2_sierra.a.4_0001          |    0.390 |    0.450 |    1.154 | +15.4%
gtraces_v2_sierra.a.4_0002          |    0.400 |    0.460 |    1.150 | +15.0%
gtraces_v2_sierra.a.4_0003          |    0.450 |    0.510 |    1.133 | +13.3%
gtraces_v2_sierra.a.4_0004          |    0.480 |    0.530 |    1.104 | +10.4%
gtraces_v2_sierra.a.6_0000          |    0.500 |    0.590 |    1.180 | +18.0%
gtraces_v2_sierra.a.6_0001          |    0.470 |    0.560 |    1.191 | +19.1%
gtraces_v2_sierra.a.6_0002          |    0.480 |    0.570 |    1.188 | +18.7%
gtraces_v2_sierra.a.6_0003          |    0.460 |    0.540 |    1.174 | +17.4%
gtraces_v2_sierra.a.6_0004          |    0.480 |    0.580 |    1.208 | +20.8%
gtraces_v2_tahoe_0000               |    0.650 |    0.730 |    1.123 | +12.3%
gtraces_v2_tahoe_0001               |    0.540 |    0.610 |    1.130 | +13.0%
gtraces_v2_tahoe_0002               |    0.760 |    0.780 |    1.026 | +2.6%
gtraces_v2_tahoe_0003               |    0.540 |    0.610 |    1.130 | +13.0%
gtraces_v2_tahoe_0004               |    0.660 |    0.720 |    1.091 | +9.1%
gtraces_v2_tango_0000               |    0.600 |    0.690 |    1.150 | +15.0%
gtraces_v2_tango_0001               |    0.690 |    0.780 |    1.130 | +13.0%
gtraces_v2_tango_0002               |    0.620 |    0.710 |    1.145 | +14.5%
gtraces_v2_tango_0003               |    0.570 |    0.670 |    1.175 | +17.5%
gtraces_v2_tango_0004               |    0.630 |    0.720 |    1.143 | +14.3%
gtraces_v2_yankee_0000              |    0.580 |    0.660 |    1.138 | +13.8%
gtraces_v2_yankee_0001              |    0.600 |    0.680 |    1.133 | +13.3%
gtraces_v2_yankee_0002              |    0.730 |    0.830 |    1.137 | +13.7%
gtraces_v2_yankee_0003              |    0.600 |    0.690 |    1.150 | +15.0%
gtraces_v2_yankee_0004              |    0.590 |    0.690 |    1.169 | +16.9%
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Geometric Mean Speedup: 1.0375


================================================================================================================================================================
2. DEMAND LOAD COMPARISON [Access / MissRate]
   Format: Base->Exp (Diff)
   Access Diff is Relative %, MissRate Diff is Absolute Delta
================================================================================================================================================================
Trace Name                          |              L1I               |              L1D               |              L2C               |              LLC              
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Graph_GAP_bc-0                      |  75.1k->75.4k (+0.4%) / -  | 50.6M->50.6M (-0.0%) / 33.8->33.8 (+0.02) | 16.6M->16.6M (-0.0%) / 59.0->59.1 (+0.11) | 9.6M->9.6M (+0.2%) / 58.3->58.1 (-0.23)
Graph_GAP_bc-12                     | 458.4k->458.9k (+0.1%) / - | 53.2M->53.2M (-0.0%) / 31.2->31.2 (-0.01) | 16.2M->16.2M (+0.0%) / 62.8->62.7 (-0.12) | 9.8M->9.8M (-0.2%) / 58.8->59.0 (+0.19)
Graph_GAP_bfs-10                    |   9.0M->9.0M (-0.0%) / -   | 41.6M->41.6M (+0.0%) / 7.7->7.8 (+0.05) | 2.7M->2.7M (+0.1%) / 16.3->17.6 (+1.27) | 418.4k->447.7k (+7.0%) / 69.6->69.0 (-0.63)
Graph_GAP_bfs-14                    |   9.9M->9.9M (-0.0%) / -   | 40.0M->40.0M (-0.0%) / 6.3->6.3 (-0.02) | 2.2M->2.2M (-0.1%) / 20.2->20.0 (-0.22) | 405.8k->402.3k (-0.9%) / 67.4->67.4 (-0.04)
Graph_GAP_cc-13                     |   2.0M->2.0M (+0.0%) / -   | 53.0M->53.0M (+0.0%) / 27.9->27.9 (+0.07) | 14.3M->14.3M (+0.0%) / 33.4->33.6 (+0.15) | 4.7M->4.8M (+0.5%) / 36.7->36.6 (-0.11)
Graph_GAP_cc-14                     |   2.1M->2.1M (-0.3%) / -   | 51.6M->51.6M (-0.1%) / 28.0->27.9 (-0.10) | 14.0M->14.0M (-0.0%) / 33.9->33.8 (-0.14) | 4.7M->4.7M (-0.5%) / 36.6->36.7 (+0.10)
Graph_GAP_cc-5                      |   2.4M->2.4M (+0.1%) / -   | 50.5M->50.4M (-0.1%) / 28.2->28.1 (-0.11) | 13.7M->13.7M (-0.0%) / 33.5->33.3 (-0.16) | 4.6M->4.5M (-0.5%) / 36.9->37.1 (+0.18)
Graph_GAP_sssp-10                   |  17.6M->17.6M (+0.0%) / -  | 49.0M->49.0M (-0.0%) / 19.8->19.8 (+0.00) | 9.1M->9.1M (-0.0%) / 42.2->42.2 (-0.02) | 3.7M->3.7M (-0.2%) / 39.9->39.5 (-0.36)
Graph_GAP_sssp-14                   |  17.6M->17.6M (+0.0%) / -  | 49.4M->49.4M (-0.0%) / 19.6->19.6 (-0.01) | 9.0M->9.0M (+0.0%) / 42.8->42.7 (-0.04) | 3.7M->3.7M (-0.1%) / 39.3->39.1 (-0.22)
Graph_GMS_gms.k_clique_count_set_.. |  18.9M->18.9M (-0.0%) / -  | 24.4M->24.4M (+0.1%) / 4.2->4.2 (+0.01) | 383.0k->381.2k (-0.5%) / 36.2->30.4 (-5.88) | 54.0k->35.3k (-34.6%) / 82.3->94.3 (+11.99)
Graph_GMS_gms.k_clique_list_danis.. |  19.5M->19.5M (-0.0%) / -  | 39.1M->39.1M (-0.0%) / 11.3->11.3 (+0.00) | 3.6M->3.6M (-0.0%) / 26.2->26.2 (-0.02) | 940.5k->939.8k (-0.1%) / 63.3->63.3 (-0.02)
Graph_GMS_gms.k_clique_list_danis.. |  17.1M->17.1M (+0.0%) / -  | 37.9M->37.9M (+0.0%) / 12.7->12.7 (+0.00) | 3.8M->3.8M (-0.0%) / 31.5->31.5 (+0.00) | 1.2M->1.2M (-0.0%) / 66.1->66.3 (+0.22)
Graph_GMS_gms.k_clique_list_danis.. |   1.6M->1.6M (-0.0%) / -   | 45.6M->45.6M (+0.0%) / 4.1->4.1 (+0.00) | 1.5M->1.5M (-0.0%) / 39.2->39.2 (+0.00) | 589.7k->589.1k (-0.1%) / 55.0->55.5 (+0.48)
Graph_GMS_gms.k_clique_list_danis.. |   1.5M->1.5M (+0.1%) / -   | 45.6M->45.6M (-0.0%) / 6.2->6.2 (+0.00) | 2.2M->2.2M (-0.0%) / 42.8->42.8 (+0.03) | 923.9k->924.6k (+0.1%) / 50.8->51.0 (+0.18)
Graph_GMS_gms.k_clique_list_danis.. |  18.9M->18.9M (-0.0%) / -  | 24.4M->24.4M (-0.0%) / 4.2->4.2 (+0.00) | 382.2k->381.6k (-0.2%) / 41.6->41.5 (-0.16) | 56.3k->56.2k (-0.2%) / 80.6->81.1 (+0.50)
Graph_GMS_gms.k_clique_star_list... |   5.0M->5.0M (-0.0%) / -   | 31.5M->31.5M (-0.0%) / 1.2->1.2 (+0.00) | 252.7k->252.9k (+0.1%) / 50.1->50.0 (-0.03) | 122.8k->123.0k (+0.1%) / 91.9->91.8 (-0.04)
Graph_GMS_gms.maximal_clique_enum.. |  44.3M->44.3M (-0.0%) / -  | 44.4M->44.4M (+0.0%) / 0.9->0.9 (+0.00) | 22.0k->22.0k (+0.0%) / 84.9->84.8 (-0.09) | 18.7k->18.7k (-0.1%) / 22.6->22.6 (+0.00)
Graph_GMS_gms.triangle_count.soc-.. |  55.7k->55.7k (+0.1%) / -  | 34.3M->34.3M (-0.0%) / 2.7->2.7 (+0.00) | 654.3k->653.6k (-0.1%) / 62.9->62.9 (+0.07) | 402.5k->402.4k (-0.0%) / 97.9->97.9 (+0.04)
Graph_GMS_gms.triangle_count.soc-.. |  18.3k->18.8k (+2.6%) / -  | 38.3M->38.3M (+0.0%) / 4.7->4.7 (+0.01) | 1.3M->1.3M (-0.0%) / 61.3->61.3 (+0.05) | 779.8k->780.5k (+0.1%) / 97.3->97.2 (-0.05)
Graph_GMS_gms.triangle_count.soc-.. | 83.4k->83.7k (+0.3%) / 0.0->0.0 (+0.00) | 38.6M->38.6M (+0.0%) / 5.2->5.2 (+0.00) | 1.5M->1.5M (+0.0%) / 64.7->64.6 (-0.07) | 948.2k->947.3k (-0.1%) / 97.1->97.1 (+0.02)
Graph_Ligra_ligra_BFSCC.com-lj.un.. |   7.4M->7.5M (+0.1%) / -   | 9.5M->9.5M (-0.1%) / 9.1->9.0 (-0.03) | 224.8k->224.2k (-0.3%) / 19.6->19.7 (+0.06) | 38.4k->38.4k (-0.1%) / 99.9->99.9 (+0.01)
Graph_Ligra_ligra_BFSCC.com-lj.un.. |  21.8M->21.8M (-0.1%) / -  | 15.4M->15.4M (-0.0%) / 19.2->19.2 (+0.00) | 2.0M->2.0M (-1.0%) / 15.4->16.4 (+1.00) | 122.3k->124.3k (+1.7%) / 42.6->42.0 (-0.68)
Graph_Ligra_ligra_BellmanFord.com.. |  14.9M->14.9M (-0.0%) / -  | 15.4M->15.4M (+0.0%) / 7.3->7.3 (+0.00) | 300.9k->300.9k (+0.0%) / 32.2->32.2 (+0.01) | 77.1k->77.1k (-0.0%) / 99.7->99.7 (+0.00)
Graph_Ligra_ligra_CF.com-lj.ungra.. |  21.2M->21.2M (+0.0%) / -  | 21.0M->21.0M (+0.0%) / 8.4->8.4 (+0.01) | 142.4k->141.9k (-0.4%) / 74.7->74.9 (+0.25) | 104.8k->104.8k (+0.0%) / 100.0->100.0 (+0.00)
Graph_Ligra_ligra_CF.com-lj.ungra.. |   2.7M->2.7M (+0.0%) / -   | 30.9M->30.9M (-0.0%) / 18.2->18.2 (+0.02) | 1.5M->1.5M (+0.1%) / 79.0->79.0 (-0.04) | 1.1M->1.1M (-0.0%) / 94.8->94.8 (+0.03)
Graph_Ligra_ligra_Components-Shor.. |  26.2M->26.2M (+0.0%) / -  | 15.4M->15.5M (+0.1%) / 19.2->19.2 (+0.00) | 2.0M->2.0M (+0.1%) / 16.5->16.5 (+0.03) | 124.1k->124.8k (+0.6%) / 41.7->41.6 (-0.07)
Graph_Ligra_ligra_Components-Shor.. |   4.1M->4.1M (-0.0%) / -   | 51.3M->51.3M (-0.0%) / 27.5->27.5 (+0.02) | 13.6M->13.6M (-0.0%) / 46.9->46.7 (-0.19) | 6.4M->6.3M (-0.4%) / 60.3->60.1 (-0.25)
Graph_Ligra_ligra_Components.com-.. |   9.9M->9.9M (-0.0%) / -   | 20.2M->20.1M (-0.0%) / 9.2->9.2 (-0.02) | 779.8k->779.5k (-0.0%) / 10.9->11.7 (+0.83) | 71.9k->72.2k (+0.4%) / 92.1->92.3 (+0.17)
Graph_Ligra_ligra_MIS.com-lj.ungr.. |  13.1M->13.1M (+0.0%) / -  | 20.1M->20.2M (+0.0%) / 9.2->9.2 (+0.00) | 777.9k->777.5k (-0.1%) / 11.8->11.7 (-0.01) | 72.5k->72.4k (-0.1%) / 92.2->92.1 (-0.07)
Graph_Ligra_ligra_MIS.com-lj.ungr.. |  15.8M->15.8M (-0.0%) / -  | 42.3M->42.3M (+0.0%) / 12.4->12.4 (-0.01) | 4.9M->4.9M (+0.0%) / 0.7->0.7 (+0.00) | 32.9k->32.0k (-2.8%) / 53.1->54.3 (+1.20)
Graph_Ligra_ligra_PageRank.com-lj.. |  18.6M->18.6M (+0.0%) / -  | 39.1M->39.2M (+0.1%) / 43.7->43.7 (-0.02) | 16.9M->16.9M (+0.0%) / 16.5->16.6 (+0.09) | 2.8M->2.8M (+0.5%) / 51.8->51.9 (+0.05)
Graph_Ligra_ligra_PageRankDelta.c.. |  27.8M->27.8M (-0.0%) / -  | 15.5M->15.5M (-0.1%) / 19.3->19.2 (-0.03) | 2.0M->2.0M (-0.2%) / 16.8->16.6 (-0.21) | 129.0k->126.8k (-1.7%) / 41.8->41.3 (-0.47)
Graph_Ligra_ligra_PageRankDelta.c.. |  29.9M->29.9M (-0.0%) / -  | 26.7M->26.7M (+0.0%) / 20.0->20.0 (+0.01) | 4.6M->4.6M (+0.1%) / 25.2->25.3 (+0.16) | 870.5k->877.3k (+0.8%) / 68.8->68.3 (-0.54)
Graph_Ligra_ligra_PageRankDelta.c.. |   4.5M->4.5M (+0.0%) / -   | 32.7M->32.7M (+0.0%) / 5.2->5.2 (+0.00) | 1.1M->1.1M (+0.0%) / 50.0->50.0 (+0.00) | 220.1k->220.1k (+0.0%) / 75.0->75.0 (+0.00)
Graph_Ligra_ligra_Radii.com-lj.un.. |   6.4M->6.4M (+0.0%) / -   | 44.1M->44.1M (+0.0%) / 22.9->22.8 (-0.08) | 9.5M->9.5M (-0.0%) / 6.4->6.3 (-0.10) | 602.0k->594.0k (-1.3%) / 46.4->50.1 (+3.68)
Graph_Ligra_ligra_Radii.com-lj.un.. |  14.8M->14.8M (-0.0%) / -  | 38.9M->38.9M (-0.0%) / 20.8->20.8 (-0.01) | 6.1M->6.1M (-0.0%) / 83.6->83.5 (-0.11) | 4.9M->4.9M (-0.2%) / 95.3->95.4 (+0.14)
Graph_Ligra_ligra_Triangle.com-lj.. |   3.5M->3.5M (+0.0%) / -   | 45.1M->45.1M (-0.0%) / 11.6->11.5 (-0.07) | 4.9M->4.9M (-0.1%) / 25.0->24.2 (-0.72) | 1.2M->1.2M (-3.0%) / 42.6->47.0 (+4.39)
SPEC17_602.gcc_s-1850B              |  11.9M->11.9M (+0.0%) / -  | 34.7M->34.7M (-0.0%) / 4.1->4.1 (-0.04) | 729.3k->729.1k (-0.0%) / 13.8->13.3 (-0.44) | 96.0k->89.8k (-6.5%) / 68.1->72.6 (+4.50)
SPEC17_602.gcc_s-734B               |  37.3M->37.3M (+0.0%) / -  | 29.3M->29.3M (+0.0%) / 2.5->2.5 (-0.01) | 375.8k->372.6k (-0.8%) / 21.2->19.9 (-1.35) | 75.6k->69.5k (-8.0%) / 79.8->85.6 (+5.77)
SPEC17_603.bwaves_s-1740B           |  17.9M->17.9M (+0.0%) / -  | 47.8M->47.8M (+0.0%) / 2.8->2.8 (+0.00) | 1.2M->1.2M (+0.0%) / 13.4->13.7 (+0.31) | 114.6k->118.5k (+3.4%) / 78.8->76.0 (-2.83)
SPEC17_603.bwaves_s-891B            | 16.0->16.0 (+0.0%) / 43.8->43.8 (+0.00) | 33.8M->33.8M (-0.0%) / 5.0->5.0 (+0.00) | 174.6k->174.6k (-0.0%) / 95.2->95.3 (+0.02) | 165.9k->165.9k (-0.0%) / 99.8->99.8 (+0.01)
SPEC17_605.mcf_s-1536B              |  37.7M->37.7M (+0.0%) / -  | 32.0M->32.0M (-0.1%) / 40.0->40.0 (+0.03) | 9.1M->9.1M (-0.1%) / 9.4->8.8 (-0.62) | 852.5k->794.6k (-6.8%) / 46.5->46.1 (-0.38)
SPEC17_605.mcf_s-1554B              |  34.5M->34.5M (-0.1%) / -  | 72.6M->72.5M (-0.1%) / 22.4->22.4 (-0.03) | 10.6M->10.6M (-0.1%) / 62.7->62.4 (-0.31) | 5.5M->5.4M (-1.6%) / 33.0->31.6 (-1.39)
SPEC17_605.mcf_s-1644B              |  17.0M->17.0M (+0.0%) / -  | 46.4M->46.4M (-0.0%) / 9.2->9.2 (+0.00) | 3.9M->3.9M (-0.0%) / 22.6->22.2 (-0.34) | 879.0k->865.4k (-1.5%) / 36.0->36.1 (+0.12)
SPEC17_605.mcf_s-472B               |  34.0M->34.0M (+0.0%) / -  | 51.4M->51.4M (-0.0%) / 13.1->13.1 (+0.01) | 4.5M->4.5M (-0.0%) / 65.2->65.1 (-0.08) | 2.1M->2.1M (-0.9%) / 71.4->71.6 (+0.21)
SPEC17_605.mcf_s-484B               |  32.9M->32.9M (-0.1%) / -  | 46.5M->46.5M (+0.0%) / 6.1->6.1 (+0.01) | 2.1M->2.1M (-0.3%) / 50.0->51.0 (+0.92) | 851.4k->853.1k (+0.2%) / 66.4->64.4 (-1.99)
SPEC17_607.cactuBSSN_s-2421B        |  35.5M->35.5M (+0.0%) / -  | 31.4M->31.3M (-0.0%) / 70.4->70.4 (+0.00) | 21.3M->21.3M (-0.0%) / 0.2->0.2 (+0.01) | 36.9k->37.3k (+1.1%) / 72.1->72.0 (-0.11)
SPEC17_619.lbm_s-2676B              |  34.3M->34.2M (-0.0%) / -  | 7.1M->7.1M (+0.0%) / 6.4->6.4 (+0.03) | 388.8k->389.8k (+0.3%) / 27.9->31.2 (+3.34) | 75.9k->84.3k (+11.0%) / 74.8->68.6 (-6.19)
SPEC17_619.lbm_s-2677B              |  33.5M->33.5M (-0.0%) / -  | 7.6M->7.6M (+0.0%) / 21.6->21.6 (+0.00) | 1.5M->1.5M (-0.0%) / 24.2->25.1 (+0.85) | 221.6k->230.1k (+3.8%) / 69.8->67.3 (-2.50)
SPEC17_620.omnetpp_s-874B           |   6.0M->6.0M (-0.0%) / -   | 38.7M->38.7M (+0.0%) / 9.3->9.3 (-0.01) | 2.9M->2.9M (-0.0%) / 40.5->39.8 (-0.69) | 1.2M->1.1M (-2.1%) / 75.7->76.5 (+0.79)
SPEC17_621.wrf_s-6673B              | 30.3M->30.3M (-0.0%) / 0.0->0.0 (-0.01) | 29.4M->29.4M (-0.1%) / 4.0->4.0 (-0.03) | 724.0k->729.2k (+0.7%) / 25.6->25.6 (+0.01) | 150.6k->136.0k (-9.7%) / 62.9->66.0 (+3.02)
SPEC17_623.xalancbmk_s-10B          | 24.7M->24.7M (-0.1%) / 0.0->0.0 (-0.01) | 42.1M->42.1M (+0.1%) / 20.8->20.8 (-0.02) | 4.5M->4.5M (-0.2%) / 73.5->73.3 (-0.18) | 3.0M->3.0M (+0.1%) / 74.5->71.7 (-2.75)
SPEC17_649.fotonik3d_s-1176B        |  29.8M->29.8M (-0.0%) / -  | 28.4M->28.4M (-0.0%) / 2.2->2.2 (+0.00) | 107.5k->108.4k (+0.9%) / 50.6->50.2 (-0.42) | 53.2k->53.2k (+0.0%) / 100.0->100.0 (+0.00)
