============================================================================================================================================================================================================================================================================================================
1. IPC PERFORMANCE (Base -> Exp)
============================================================================================================================================================================================================================================================================================================
Trace Name                                    |     Base |      Exp |  Speedup |     Diff%
gtraces_v2_sierra.a.4_0004                    | 20.4M->20.4M (-0.0%) / 4.3M->4.3M (-0.0%) / 20.9->20.9 (+0.01) | 33.2M->33.2M (-0.0%) / 3.5M->3.5M (-1.0%) / 10.6->10.5 (-0.11) | 5.9M->5.9M (-0.0%) / 1.6M->1.5M (-3.2%) / 26.9->26.1 (-0.86) | 1.3M->1.3M (+0.2%) / 1.1M->1.0M (-6.2%) / 85.1->79.6 (-5.46)
gtraces_v2_sierra.a.6_0000                    | 22.9M->22.9M (+0.0%) / 9.9M->10.0M (+0.6%) / 43.1->43.4 (+0.25) | 35.0M->35.0M (-0.0%) / 3.4M->3.4M (-0.1%) / 9.8->9.8 (-0.01) | 10.1M->10.1M (+0.4%) / 1.3M->1.3M (-2.0%) / 13.2->12.8 (-0.31) | 1.2M->1.1M (-0.7%) / 911.4k->858.8k (-5.8%) / 79.0->75.0 (-4.01)
gtraces_v2_sierra.a.6_0001                    | 21.1M->21.1M (-0.0%) / 8.9M->8.9M (-0.0%) / 42.1->42.1 (+0.01) | 33.9M->33.9M (+0.0%) / 3.9M->3.9M (-1.8%) / 11.6->11.4 (-0.21) | 9.6M->9.6M (+0.0%) / 1.6M->1.6M (-4.1%) / 17.1->16.4 (-0.70) | 1.3M->1.3M (+0.4%) / 1.1M->1.0M (-4.9%) / 80.3->76.0 (-4.24)
gtraces_v2_sierra.a.6_0002                    | 23.0M->23.0M (-0.0%) / 9.5M->9.5M (-0.1%) / 41.2->41.2 (-0.03) | 34.8M->34.8M (-0.1%) / 3.3M->3.3M (-0.1%) / 9.5->9.5 (-0.00) | 9.7M->9.7M (-0.0%) / 1.6M->1.5M (-3.3%) / 16.0->15.5 (-0.52) | 1.3M->1.3M (-2.0%) / 1.0M->955.6k (-7.0%) / 76.7->72.8 (-3.89)
gtraces_v2_sierra.a.6_0003                    | 22.4M->22.4M (-0.0%) / 9.6M->9.6M (+0.1%) / 43.1->43.1 (+0.06) | 34.9M->34.9M (-0.0%) / 3.7M->3.7M (-0.7%) / 10.7->10.6 (-0.07) | 10.1M->10.1M (+0.1%) / 1.7M->1.6M (-1.5%) / 16.5->16.2 (-0.26) | 1.4M->1.4M (+0.4%) / 1.1M->1.0M (-4.2%) / 78.3->74.8 (-3.55)
gtraces_v2_sierra.a.6_0004                    | 22.7M->22.7M (+0.0%) / 10.2M->10.2M (+0.1%) / 44.8->44.9 (+0.05) | 35.4M->35.4M (-0.0%) / 3.5M->3.5M (-0.1%) / 9.8->9.8 (-0.01) | 10.3M->10.4M (+0.1%) / 1.4M->1.4M (-0.7%) / 13.8->13.6 (-0.10) | 1.2M->1.2M (+0.1%) / 940.1k->913.1k (-2.9%) / 76.1->73.9 (-2.25)
gtraces_v2_tahoe_0000                         | 12.8M->12.8M (-0.0%) / 2.0M->2.0M (+0.1%) / 15.9->15.9 (+0.01) | 36.4M->36.4M (-0.0%) / 1.8M->1.8M (-1.2%) / 4.9->4.9 (-0.06) | 2.9M->2.9M (-0.1%) / 934.6k->915.1k (-2.1%) / 31.9->31.3 (-0.65) | 796.4k->796.4k (-0.0%) / 660.9k->624.6k (-5.5%) / 83.0->78.4 (-4.56)
gtraces_v2_tahoe_0001                         | 15.6M->15.6M (-0.0%) / 2.4M->2.4M (+0.1%) / 15.3->15.4 (+0.02) | 35.1M->35.1M (+0.0%) / 2.4M->2.4M (-0.9%) / 7.0->6.9 (-0.06) | 3.7M->3.7M (+0.0%) / 1.3M->1.2M (-1.7%) / 34.3->33.7 (-0.60) | 1.1M->1.1M (+0.5%) / 923.5k->883.6k (-4.3%) / 87.8->83.6 (-4.23)
gtraces_v2_tahoe_0002                         | 9.3M->9.3M (-0.1%) / 124.8k->124.5k (-0.2%) / 1.3->1.3 (-0.00) | 31.4M->31.4M (+0.1%) / 2.6M->2.5M (-1.6%) / 8.3->8.1 (-0.14) | 1.8M->1.8M (+0.3%) / 701.1k->689.9k (-1.6%) / 39.3->38.6 (-0.73) | 648.2k->643.0k (-0.8%) / 566.8k->563.2k (-0.6%) / 87.5->87.6 (+0.13)
gtraces_v2_tahoe_0003                         | 15.7M->15.7M (-0.0%) / 2.7M->2.7M (-0.1%) / 17.2->17.2 (-0.02) | 34.8M->34.8M (-0.0%) / 2.3M->2.3M (-0.8%) / 6.6->6.5 (-0.05) | 3.9M->3.9M (-0.1%) / 1.2M->1.1M (-1.9%) / 29.9->29.4 (-0.52) | 968.3k->969.1k (+0.1%) / 773.6k->783.9k (+1.3%) / 79.9->80.9 (+0.98)
gtraces_v2_tahoe_0004                         | 12.0M->12.0M (-0.0%) / 1.7M->1.7M (+0.4%) / 14.3->14.4 (+0.06) | 36.9M->36.9M (+0.0%) / 1.8M->1.8M (-0.8%) / 4.9->4.8 (-0.04) | 2.6M->2.6M (+0.1%) / 851.1k->838.6k (-1.5%) / 32.3->31.8 (-0.49) | 715.2k->717.2k (+0.3%) / 601.6k->598.7k (-0.5%) / 84.1->83.5 (-0.64)
gtraces_v2_tango_0000                         | 17.3M->17.3M (-0.0%) / 3.8M->3.8M (+0.2%) / 21.7->21.8 (+0.04) | 32.3M->32.3M (+0.0%) / 2.2M->2.2M (-0.2%) / 6.9->6.9 (-0.01) | 4.6M->4.6M (+0.1%) / 832.4k->823.3k (-1.1%) / 18.3->18.1 (-0.22) | 742.9k->744.0k (+0.2%) / 579.4k->553.9k (-4.4%) / 78.0->74.4 (-3.55)
gtraces_v2_tango_0001                         | 18.2M->18.2M (-0.0%) / 2.2M->2.2M (+0.2%) / 12.2->12.2 (+0.02) | 29.6M->29.7M (+0.0%) / 2.0M->2.0M (-0.3%) / 6.9->6.9 (-0.03) | 3.1M->3.1M (+0.1%) / 765.6k->766.1k (+0.1%) / 24.5->24.5 (-0.01) | 703.3k->706.8k (+0.5%) / 609.8k->599.0k (-1.8%) / 86.7->84.7 (-1.96)
gtraces_v2_tango_0002                         | 16.5M->16.5M (+0.0%) / 3.6M->3.6M (-0.3%) / 21.8->21.7 (-0.06) | 32.6M->32.6M (+0.0%) / 2.2M->2.2M (-0.2%) / 6.8->6.8 (-0.01) | 4.4M->4.4M (-0.2%) / 778.1k->773.8k (-0.5%) / 17.6->17.5 (-0.06) | 695.3k->698.4k (+0.5%) / 528.0k->519.8k (-1.6%) / 75.9->74.4 (-1.51)
gtraces_v2_tango_0003                         | 17.5M->17.5M (-0.0%) / 3.5M->3.5M (-0.4%) / 20.1->20.0 (-0.08) | 31.9M->31.9M (-0.0%) / 2.3M->2.3M (-0.2%) / 7.4->7.3 (-0.01) | 4.4M->4.4M (-0.3%) / 949.9k->944.5k (-0.6%) / 21.4->21.3 (-0.07) | 851.8k->856.5k (+0.5%) / 650.2k->637.7k (-1.9%) / 76.3->74.5 (-1.87)
gtraces_v2_tango_0004                         | 17.0M->17.0M (-0.0%) / 3.0M->3.1M (+0.1%) / 17.9->18.0 (+0.02) | 31.4M->31.4M (-0.0%) / 2.2M->2.2M (-0.2%) / 6.9->6.9 (-0.01) | 3.9M->3.9M (+0.1%) / 832.0k->832.4k (+0.0%) / 21.1->21.1 (-0.00) | 743.1k->751.0k (+1.1%) / 552.0k->529.6k (-4.1%) / 74.3->70.5 (-3.77)
gtraces_v2_yankee_0000                        | 13.4M->13.4M (-0.0%) / 2.9M->2.9M (+0.0%) / 22.0->22.0 (+0.01) | 34.4M->34.4M (-0.0%) / 2.2M->2.2M (-0.3%) / 6.5->6.5 (-0.02) | 4.0M->4.0M (+0.0%) / 1.2M->1.2M (-2.1%) / 30.2->29.6 (-0.65) | 982.6k->988.0k (+0.5%) / 767.0k->689.6k (-10.1%) / 78.1->69.8 (-8.26)
gtraces_v2_yankee_0001                        | 13.3M->13.3M (-0.0%) / 2.6M->2.6M (+0.1%) / 19.9->19.9 (+0.03) | 34.2M->34.2M (-0.0%) / 2.2M->2.1M (-0.5%) / 6.3->6.3 (-0.03) | 3.7M->3.7M (-0.1%) / 1.1M->1.1M (-2.3%) / 30.8->30.1 (-0.70) | 930.9k->933.0k (+0.2%) / 701.7k->658.3k (-6.2%) / 75.4->70.6 (-4.82)
gtraces_v2_yankee_0002                        | 14.8M->14.8M (-0.1%) / 2.1M->2.1M (+0.3%) / 14.2->14.2 (+0.05) | 32.6M->32.6M (-0.0%) / 1.8M->1.8M (-0.2%) / 5.4->5.4 (-0.01) | 3.0M->3.0M (+0.0%) / 870.0k->859.2k (-1.2%) / 29.3->28.9 (-0.37) | 722.6k->722.9k (+0.0%) / 498.0k->495.3k (-0.6%) / 68.9->68.5 (-0.40)
gtraces_v2_yankee_0003                        | 13.3M->13.2M (-0.1%) / 2.9M->2.9M (-0.1%) / 21.7->21.7 (-0.01) | 34.5M->34.5M (-0.0%) / 2.2M->2.2M (-0.3%) / 6.3->6.3 (-0.02) | 3.9M->3.9M (-0.1%) / 1.2M->1.2M (-1.7%) / 30.2->29.7 (-0.49) | 966.1k->973.5k (+0.8%) / 666.8k->639.6k (-4.1%) / 69.0->65.7 (-3.32)
gtraces_v2_yankee_0004                        | 13.3M->13.3M (-0.1%) / 2.7M->2.7M (-0.1%) / 20.3->20.3 (+0.01) | 34.5M->34.5M (-0.0%) / 2.2M->2.2M (-0.4%) / 6.5->6.4 (-0.02) | 3.8M->3.8M (-0.1%) / 1.1M->1.1M (-0.7%) / 30.1->29.9 (-0.19) | 951.1k->954.3k (+0.3%) / 638.0k->657.0k (+3.0%) / 67.1->68.9 (+1.77)


============================================================================================================================================================================================================================================================================================================
3. PREFETCHING COMPARISON [Access / Miss / MR]
   Format: Access / Miss / MR
   Diffs : (Acc %) / (Miss %) / (MR Abs)
============================================================================================================================================================================================================================================================================================================
Trace Name                                    |                            L1I                             |                            L1D                             |                            L2C                             |                            LLC                            
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Graph_GAP_bc-0                                |                             -                              | 6.4M->6.3M (-0.9%) / 6.0M->5.9M (-0.9%) / 93.1->93.1 (-0.02) | 41.7M->42.3M (+1.4%) / 26.4M->26.1M (-1.2%) / 63.4->61.7 (-1.64) | 23.3M->50.4M (+116.5%) / 15.1M->30.7M (+103.3%) / 64.9->60.9 (-3.95)
Graph_GAP_bc-12                               |                             -                              | 7.5M->7.5M (-0.8%) / 7.0M->7.0M (-0.8%) / 92.9->92.9 (-0.04) | 46.5M->46.1M (-0.9%) / 31.3M->30.8M (-1.8%) / 67.4->66.7 (-0.61) | 26.9M->57.5M (+113.7%) / 17.9M->36.2M (+101.6%) / 66.7->62.9 (-3.79)
Graph_GAP_bfs-10                              |                             -                              | 4.7M->4.6M (-0.3%) / 3.7M->3.7M (+0.2%) / 79.8->80.3 (+0.44) | 25.2M->24.3M (-3.4%) / 5.5M->5.3M (-3.1%) / 21.9->21.9 (+0.06) | 4.6M->9.8M (+115.4%) / 4.2M->6.9M (+61.6%) / 93.0->69.8 (-23.24)
Graph_GAP_bfs-14                              |                             -                              | 4.2M->4.2M (-0.2%) / 3.5M->3.5M (+0.1%) / 82.5->82.7 (+0.26) | 24.5M->26.0M (+6.2%) / 7.5M->5.7M (-24.2%) / 30.5->21.8 (-8.75) | 4.5M->9.1M (+102.5%) / 4.0M->6.3M (+55.8%) / 89.7->69.0 (-20.68)
Graph_GAP_cc-13                               |                             -                              | 4.6M->4.6M (+0.0%) / 3.4M->3.4M (+0.2%) / 73.5->73.7 (+0.13) | 28.4M->29.3M (+3.1%) / 10.4M->10.4M (+0.1%) / 36.7->35.6 (-1.07) | 9.4M->22.2M (+137.0%) / 3.7M->8.6M (+135.2%) / 39.0->38.8 (-0.28)
Graph_GAP_cc-14                               |                             -                              | 4.7M->4.7M (+0.1%) / 3.2M->3.2M (+0.2%) / 69.3->69.4 (+0.07) | 28.1M->27.4M (-2.6%) / 10.2M->10.1M (-0.8%) / 36.2->36.8 (+0.65) | 9.1M->21.6M (+138.0%) / 3.6M->8.4M (+135.9%) / 39.3->38.9 (-0.34)
Graph_GAP_cc-5                                |                             -                              | 4.6M->4.7M (+0.4%) / 3.1M->3.1M (+0.3%) / 66.2->66.1 (-0.06) | 27.5M->26.8M (-2.4%) / 9.6M->9.5M (-1.3%) / 35.0->35.4 (+0.38) | 8.5M->20.4M (+140.1%) / 3.4M->8.0M (+138.9%) / 39.4->39.2 (-0.20)
Graph_GAP_sssp-10                             |                             -                              | 4.1M->4.2M (+0.8%) / 3.7M->3.8M (+0.8%) / 89.9->89.9 (-0.02) | 26.4M->26.6M (+1.0%) / 11.7M->11.5M (-2.0%) / 44.4->43.0 (-1.32) | 9.6M->22.0M (+128.6%) / 4.2M->9.5M (+125.0%) / 43.8->43.1 (-0.69)
Graph_GAP_sssp-14                             |                             -                              | 4.4M->4.4M (+0.3%) / 3.8M->3.8M (+0.5%) / 87.6->87.8 (+0.21) | 26.8M->27.3M (+1.7%) / 12.2M->12.0M (-1.4%) / 45.3->44.0 (-1.38) | 9.9M->22.5M (+127.0%) / 4.3M->9.6M (+123.1%) / 43.5->42.8 (-0.75)
Graph_GMS_gms.k_clique_count_set_based.soc-.. |                             -                              | 428.4k->304.1k (-29.0%) / 384.5k->184.3k (-52.1%) / 89.8->60.6 (-29.15) | 2.1M->2.1M (-3.4%) / 1.8M->1.1M (-36.8%) / 82.4->53.8 (-28.52) | 488.8k->977.3k (+99.9%) / 488.8k->726.5k (+48.6%) / 100.0->74.3 (-25.66)
Graph_GMS_gms.k_clique_list_danisch_edge_pa.. |                             -                              | 1.4M->1.4M (-0.1%) / 555.5k->556.1k (+0.1%) / 40.4->40.5 (+0.09) | 4.7M->4.7M (+0.1%) / 1.2M->1.2M (-2.5%) / 26.4->25.8 (-0.68) | 1.1M->2.6M (+127.0%) / 780.7k->1.6M (+107.7%) / 68.8->63.0 (-5.84)
Graph_GMS_gms.k_clique_list_danisch_edge_pa.. |                             -                              | 1.8M->1.8M (+0.2%) / 708.4k->708.3k (-0.0%) / 38.4->38.4 (-0.06) | 5.4M->5.4M (-0.6%) / 1.7M->1.6M (-2.3%) / 30.7->30.1 (-0.53) | 1.5M->3.4M (+125.8%) / 1.1M->2.2M (+108.1%) / 70.9->65.4 (-5.55)
Graph_GMS_gms.k_clique_list_danisch_node_pa.. |                             -                              | 275.6k->276.1k (+0.2%) / 193.2k->193.6k (+0.2%) / 70.1->70.1 (+0.02) | 1.9M->1.9M (+0.1%) / 852.3k->825.8k (-3.1%) / 43.8->42.4 (-1.41) | 757.0k->1.8M (+135.2%) / 470.0k->993.7k (+111.4%) / 62.1->55.8 (-6.29)
Graph_GMS_gms.k_clique_list_danisch_node_pa.. |                             -                              | 350.0k->350.6k (+0.2%) / 270.8k->272.0k (+0.4%) / 77.4->77.6 (+0.21) | 2.8M->2.8M (-0.9%) / 1.3M->1.3M (-2.9%) / 47.4->46.4 (-0.94) | 1.2M->2.7M (+133.6%) / 682.9k->1.4M (+110.4%) / 58.3->52.5 (-5.79)
Graph_GMS_gms.k_clique_list_danisch_serial... |                             -                              | 422.5k->308.7k (-26.9%) / 387.6k->186.2k (-52.0%) / 91.7->60.3 (-31.42) | 2.8M->2.6M (-10.1%) / 2.4M->1.5M (-39.5%) / 85.9->57.9 (-28.04) | 483.7k->975.1k (+101.6%) / 483.7k->731.7k (+51.3%) / 100.0->75.0 (-24.96)
Graph_GMS_gms.k_clique_star_list.soc-pokec-.. |                             -                              | 589.4k->585.0k (-0.7%) / 321.2k->321.8k (+0.2%) / 54.5->55.0 (+0.51) | 2.3M->2.3M (-0.1%) / 943.7k->872.3k (-7.6%) / 41.9->38.8 (-3.13) | 601.1k->1.3M (+109.7%) / 597.9k->1.0M (+68.2%) / 99.5->79.8 (-19.69)
Graph_GMS_gms.maximal_clique_enum_bron_kerb.. |                             -                              | 1.4M->1.4M (+0.0%) / 1.4M->1.4M (+0.0%) / 100.0->100.0 (+0.03) | 8.5M->8.5M (+0.0%) / 1.7M->1.2M (-27.4%) / 20.1->14.6 (-5.53) | 1.2M->2.3M (+98.3%) / 285.6k->610.8k (+113.9%) / 24.5->26.4 (+1.92)
Graph_GMS_gms.triangle_count.soc-pokec-rela.. |                             -                              | 1.4M->1.4M (-0.3%) / 1.3M->1.3M (+0.5%) / 88.2->88.9 (+0.74) | 8.0M->8.0M (-0.1%) / 4.1M->3.3M (-18.2%) / 50.9->41.7 (-9.23) | 2.2M->4.5M (+109.1%) / 2.1M->3.6M (+69.7%) / 99.5->80.8 (-18.73)
Graph_GMS_gms.triangle_count.soc-pokec-rela.. |                             -                              | 2.4M->2.4M (+0.3%) / 1.9M->1.9M (+1.3%) / 78.1->78.9 (+0.76) | 12.6M->12.6M (-0.2%) / 7.3M->5.9M (-19.9%) / 58.4->46.8 (-11.56) | 3.6M->7.6M (+110.9%) / 3.6M->6.2M (+72.7%) / 99.6->81.6 (-18.01)
Graph_GMS_gms.triangle_count.soc-pokec-rela.. |                             -                              | 2.5M->2.5M (+0.3%) / 1.9M->1.9M (+1.1%) / 76.3->76.9 (+0.66) | 12.8M->12.7M (-0.5%) / 7.5M->6.0M (-20.0%) / 58.8->47.2 (-11.53) | 3.8M->8.0M (+112.0%) / 3.7M->6.5M (+75.8%) / 99.0->82.1 (-16.91)
Graph_Ligra_ligra_BFSCC.com-lj.ungraph.gcc_.. |                             -                              | 1.5M->1.5M (-1.9%) / 1.4M->1.4M (-5.3%) / 95.2->91.9 (-3.28) | 9.0M->8.8M (-2.0%) / 6.5M->3.1M (-52.7%) / 72.1->34.8 (-37.30) | 1.5M->3.0M (+99.2%) / 1.5M->1.9M (+29.4%) / 100.0->65.0 (-35.05)
Graph_Ligra_ligra_BFSCC.com-lj.ungraph.gcc_.. |                             -                              | 1.8M->1.6M (-12.0%) / 1.3M->926.5k (-27.3%) / 70.2->58.0 (-12.21) | 11.2M->9.6M (-14.6%) / 6.6M->3.8M (-42.0%) / 59.0->40.1 (-18.93) | 1.7M->3.5M (+102.2%) / 1.0M->1.7M (+72.4%) / 57.5->49.0 (-8.48)
Graph_Ligra_ligra_BellmanFord.com-lj.ungrap.. |                             -                              | 2.7M->2.6M (-1.5%) / 2.6M->2.5M (-3.6%) / 97.3->95.2 (-2.06) | 16.1M->16.0M (-1.0%) / 11.3M->5.0M (-55.6%) / 70.1->31.5 (-38.61) | 2.6M->5.3M (+99.6%) / 2.6M->3.3M (+25.6%) / 100.0->63.0 (-37.04)
Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.. |                             -                              | 3.2M->3.2M (-1.3%) / 3.2M->3.2M (-0.7%) / 98.6->99.2 (+0.56) | 17.4M->17.6M (+1.0%) / 14.2M->7.7M (-46.2%) / 81.7->43.5 (-38.13) | 3.1M->6.2M (+100.0%) / 3.1M->4.3M (+39.7%) / 100.0->69.8 (-30.16)
Graph_Ligra_ligra_CF.com-lj.ungraph.gcc_6.3.. |                             -                              | 1.2M->1.2M (-0.4%) / 911.4k->909.5k (-0.2%) / 75.8->76.0 (+0.18) | 6.6M->6.6M (-0.1%) / 3.2M->3.0M (-7.2%) / 48.3->44.8 (-3.45) | 1.5M->3.9M (+161.4%) / 1.5M->3.2M (+115.7%) / 99.6->82.1 (-17.42)
Graph_Ligra_ligra_Components-Shortcut.com-l.. |                             -                              | 1.8M->1.6M (-9.9%) / 1.3M->953.2k (-25.1%) / 70.5->58.6 (-11.90) | 11.2M->10.8M (-3.9%) / 6.6M->4.7M (-29.7%) / 59.1->43.2 (-15.85) | 1.7M->3.5M (+101.9%) / 1.0M->1.7M (+69.9%) / 57.4->48.3 (-9.11)
Graph_Ligra_ligra_Components-Shortcut.com-l.. |                             -                              | 4.1M->4.2M (+0.8%) / 2.7M->2.8M (+1.0%) / 66.7->66.8 (+0.11) | 24.5M->24.3M (-0.6%) / 9.6M->9.4M (-2.8%) / 39.4->38.5 (-0.90) | 8.8M->22.0M (+149.5%) / 5.9M->12.7M (+113.9%) / 67.6->57.9 (-9.65)
Graph_Ligra_ligra_Components.com-lj.ungraph.. |                             -                              | 2.4M->2.3M (-2.0%) / 2.1M->2.1M (-3.3%) / 90.5->89.4 (-1.15) | 13.8M->13.4M (-2.8%) / 8.4M->3.9M (-53.8%) / 60.5->28.8 (-31.75) | 2.4M->4.7M (+99.5%) / 2.4M->3.1M (+29.8%) / 100.0->65.1 (-34.94)
Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6... |                             -                              | 2.4M->2.3M (-3.8%) / 2.2M->2.1M (-6.9%) / 92.4->89.4 (-3.02) | 14.5M->14.0M (-3.1%) / 9.4M->3.8M (-58.9%) / 64.8->27.5 (-37.34) | 2.4M->4.7M (+99.1%) / 2.4M->3.0M (+28.3%) / 100.0->64.4 (-35.57)
Graph_Ligra_ligra_MIS.com-lj.ungraph.gcc_6... |                             -                              | 4.8M->4.8M (+0.2%) / 2.8M->2.9M (+0.6%) / 58.7->59.0 (+0.29) | 21.6M->21.6M (-0.1%) / 2.2M->1.4M (-34.7%) / 10.3->6.7 (-3.57) | 1.4M->2.7M (+99.5%) / 1.4M->1.5M (+9.5%) / 99.5->54.6 (-44.89)
Graph_Ligra_ligra_PageRank.com-lj.ungraph.g.. |                             -                              | 5.8M->5.8M (-1.1%) / 3.4M->3.3M (-1.0%) / 57.5->57.6 (+0.05) | 26.5M->26.6M (+0.5%) / 4.5M->4.3M (-4.5%) / 17.1->16.2 (-0.85) | 4.1M->10.1M (+146.7%) / 2.8M->5.1M (+81.0%) / 69.3->50.8 (-18.46)
Graph_Ligra_ligra_PageRankDelta.com-lj.ungr.. |                             -                              | 1.8M->1.7M (-10.1%) / 1.3M->974.6k (-24.7%) / 70.5->59.0 (-11.42) | 11.3M->10.9M (-4.1%) / 6.7M->4.7M (-29.6%) / 59.0->43.3 (-15.68) | 1.8M->3.6M (+101.7%) / 1.0M->1.7M (+70.3%) / 57.1->48.2 (-8.91)
Graph_Ligra_ligra_PageRankDelta.com-lj.ungr.. |                             -                              | 2.8M->2.6M (-6.0%) / 2.3M->1.9M (-13.5%) / 81.7->75.2 (-6.46) | 18.1M->18.0M (-0.4%) / 9.9M->6.3M (-36.4%) / 54.8->35.0 (-19.79) | 3.2M->6.9M (+116.3%) / 2.8M->4.6M (+64.9%) / 88.0->67.1 (-20.92)
Graph_Ligra_ligra_PageRankDelta.com-lj.ungr.. |                             -                              | 1.5M->1.3M (-14.3%) / 1.4M->1.0M (-26.8%) / 90.3->77.2 (-13.18) | 10.2M->9.2M (-9.1%) / 7.3M->4.2M (-41.6%) / 71.6->46.0 (-25.57) | 1.8M->3.5M (+102.3%) / 1.8M->2.5M (+41.5%) / 100.0->70.0 (-30.04)
Graph_Ligra_ligra_Radii.com-lj.ungraph.gcc_.. |                             -                              | 6.9M->6.9M (+0.1%) / 4.5M->4.5M (+0.6%) / 65.7->66.0 (+0.29) | 29.0M->29.0M (-0.1%) / 4.4M->3.5M (-20.4%) / 15.0->12.0 (-3.06) | 3.2M->7.1M (+123.2%) / 2.9M->3.8M (+31.7%) / 89.8->53.0 (-36.80)
Graph_Ligra_ligra_Radii.com-lj.ungraph.gcc_.. |                             -                              | 2.3M->2.3M (+0.3%) / 2.0M->2.0M (+0.3%) / 87.8->87.8 (+0.02) | 16.2M->15.9M (-1.6%) / 9.3M->8.9M (-4.7%) / 57.7->55.9 (-1.79) | 7.4M->16.6M (+123.1%) / 7.0M->15.1M (+115.5%) / 94.4->91.2 (-3.20)
Graph_Ligra_ligra_Triangle.com-lj.ungraph.g.. |                             -                              | 3.0M->3.0M (+0.2%) / 2.8M->2.8M (+0.3%) / 91.5->91.6 (+0.14) | 17.4M->14.7M (-15.3%) / 4.4M->3.7M (-16.0%) / 25.3->25.0 (-0.23) | 3.6M->8.9M (+147.2%) / 2.7M->4.0M (+49.4%) / 75.2->45.5 (-29.78)
SPEC17_602.gcc_s-1850B                        |                             -                              | 5.0M->5.0M (+0.6%) / 4.2M->4.2M (+1.4%) / 83.7->84.4 (+0.67) | 25.8M->24.5M (-4.7%) / 14.5M->7.3M (-49.3%) / 56.2->29.9 (-26.33) | 3.5M->7.0M (+98.6%) / 3.5M->4.1M (+17.8%) / 100.0->59.3 (-40.69)
SPEC17_602.gcc_s-734B                         |                             -                              | 3.4M->3.4M (+0.4%) / 3.3M->3.3M (+0.7%) / 96.1->96.4 (+0.29) | 21.1M->17.5M (-17.1%) / 7.0M->2.9M (-59.4%) / 33.2->16.3 (-16.96) | 1.9M->3.9M (+100.9%) / 1.7M->2.5M (+46.3%) / 89.0->64.8 (-24.19)
SPEC17_603.bwaves_s-1740B                     |                             -                              | 3.0M->3.0M (-0.0%) / 2.7M->2.7M (-0.2%) / 91.4->91.3 (-0.11) | 14.3M->14.6M (+2.0%) / 5.8M->4.4M (-22.9%) / 40.3->30.4 (-9.85) | 3.6M->7.2M (+100.8%) / 3.6M->4.1M (+15.0%) / 100.0->57.3 (-42.71)
SPEC17_603.bwaves_s-891B                      |                             -                              | 3.8M->3.8M (-0.9%) / 3.8M->3.8M (-0.6%) / 99.3->99.6 (+0.31) | 23.5M->23.5M (+0.0%) / 20.1M->6.7M (-66.6%) / 85.6->28.6 (-56.97) | 3.7M->7.4M (+101.2%) / 3.7M->4.7M (+28.0%) / 99.9->63.6 (-36.36)
SPEC17_605.mcf_s-1536B                        |                             -                              | 3.8M->3.8M (-0.2%) / 3.5M->3.5M (+0.0%) / 91.9->92.1 (+0.19) | 31.5M->30.6M (-2.8%) / 5.0M->5.0M (+0.6%) / 15.9->16.4 (+0.56) | 4.4M->11.3M (+158.8%) / 4.2M->7.0M (+66.5%) / 97.0->62.4 (-34.57)
SPEC17_605.mcf_s-1554B                        |                             -                              | 25.2M->24.8M (-1.5%) / 24.3M->23.9M (-1.7%) / 96.4->96.2 (-0.22) | 91.4M->97.3M (+6.5%) / 55.7M->55.3M (-0.7%) / 60.9->56.8 (-4.10) | 38.1M->81.8M (+114.6%) / 14.4M->27.4M (+90.4%) / 37.7->33.5 (-4.25)
SPEC17_605.mcf_s-1644B                        |                             -                              | 8.2M->8.2M (+0.1%) / 8.0M->8.0M (-0.0%) / 97.4->97.3 (-0.07) | 29.3M->36.4M (+24.2%) / 9.8M->10.2M (+4.7%) / 33.3->28.1 (-5.24) | 7.4M->15.9M (+115.1%) / 6.4M->8.0M (+25.4%) / 86.9->50.7 (-36.24)
SPEC17_605.mcf_s-472B                         |                             -                              | 8.6M->8.7M (+0.9%) / 7.8M->7.8M (+0.0%) / 90.5->89.7 (-0.76) | 38.6M->36.8M (-4.6%) / 25.1M->22.1M (-12.0%) / 65.0->59.9 (-5.04) | 12.7M->26.6M (+109.0%) / 10.6M->19.0M (+79.9%) / 83.0->71.4 (-11.55)
SPEC17_605.mcf_s-484B                         |                             -                              | 4.7M->4.6M (-1.1%) / 3.9M->3.9M (-2.0%) / 84.4->83.6 (-0.75) | 20.3M->20.5M (+1.0%) / 11.1M->10.0M (-9.4%) / 54.5->48.9 (-5.63) | 6.7M->14.0M (+109.4%) / 6.6M->10.2M (+54.0%) / 99.0->72.8 (-26.20)
SPEC17_607.cactuBSSN_s-2421B                  |                             -                              | 6.3M->6.3M (-0.1%) / 2.5M->2.5M (-0.8%) / 39.6->39.3 (-0.26) | 19.0M->19.1M (+0.7%) / 1.5M->1.5M (-0.1%) / 7.9->7.9 (-0.06) | 1.5M->4.4M (+196.6%) / 1.5M->1.6M (+8.9%) / 100.0->36.7 (-63.27)
