================================================================================================================================================================
1. IPC PERFORMANCE (Base -> Exp)
================================================================================================================================================================
Trace Name                          |     Base |      Exp |  Speedup |     Diff%
SPEC17_619.lbm_s-2677B              |  33.5M->33.5M (-0.0%) / -  | 7.6M->7.9M (+4.0%) / 21.6->33.2 (+11.65) | 1.5M->2.4M (+55.7%) / 24.2->21.4 (-2.82) | 221.6k->316.9k (+43.0%) / 69.8->51.4 (-18.36)
SPEC17_620.omnetpp_s-874B           |   6.0M->6.1M (+1.1%) / -   | 38.7M->38.8M (+0.3%) / 9.3->10.5 (+1.14) | 2.9M->3.3M (+12.3%) / 40.5->41.3 (+0.79) | 1.2M->1.3M (+13.5%) / 75.7->71.5 (-4.20)
SPEC17_621.wrf_s-6673B              | 30.3M->30.3M (-0.0%) / 0.0->0.0 (+0.00) | 29.4M->30.8M (+4.5%) / 4.0->13.4 (+9.46) | 724.0k->2.9M (+300.6%) / 25.6->14.6 (-10.94) | 150.6k->215.9k (+43.4%) / 62.9->54.4 (-8.53)
SPEC17_623.xalancbmk_s-10B          | 24.7M->24.5M (-0.7%) / 0.0->0.0 (+0.01) | 42.1M->42.5M (+0.9%) / 20.8->23.8 (+2.93) | 4.5M->5.2M (+16.4%) / 73.5->68.6 (-4.88) | 3.0M->3.3M (+10.0%) / 74.5->56.9 (-17.56)
SPEC17_649.fotonik3d_s-1176B        |  29.8M->30.1M (+1.0%) / -  | 28.4M->30.9M (+9.1%) / 2.2->17.2 (+14.98) | 107.5k->2.6M (+2360.3%) / 50.6->7.6 (-43.04) | 53.2k->98.2k (+84.4%) / 100.0->57.2 (-42.78)
SPEC17_649.fotonik3d_s-7084B        |  32.1M->31.8M (-1.0%) / -  | 31.3M->32.9M (+4.9%) / 1.4->10.3 (+8.89) | 329.2k->3.3M (+894.9%) / 13.9->2.5 (-11.35) | 42.5k->66.1k (+55.5%) / 88.0->85.6 (-2.39)
SPEC17_654.roms_s-293B              |  36.3M->36.1M (-0.7%) / -  | 41.4M->43.3M (+4.6%) / 1.0->5.6 (+4.59) | 202.1k->2.1M (+950.5%) / 18.2->3.7 (-14.53) | 35.3k->58.3k (+65.0%) / 97.5->97.0 (-0.51)
SPEC17_654.roms_s-294B              |  35.3M->35.2M (-0.3%) / -  | 49.1M->49.7M (+1.4%) / 0.7->6.1 (+5.36) | 91.9k->2.6M (+2711.4%) / 56.1->4.4 (-51.70) | 50.1k->82.4k (+64.3%) / 99.9->99.3 (-0.64)
SPEC17_654.roms_s-523B              |  33.5M->33.5M (-0.1%) / -  | 39.4M->39.9M (+1.3%) / 3.0->13.5 (+10.57) | 228.3k->3.2M (+1295.3%) / 54.1->11.1 (-43.05) | 103.3k->148.3k (+43.6%) / 94.2->93.1 (-1.10)
ai-ml_bark.cpp-bark-small.coarse_.. |  22.6M->22.6M (-0.0%) / -  | 48.6M->48.7M (+0.2%) / 3.8->5.7 (+1.82) | 1.3M->2.3M (+78.9%) / 53.9->46.9 (-6.99) | 444.0k->748.0k (+68.5%) / 38.2->36.8 (-1.39)
ai-ml_bark.cpp-bark-small.coarse_.. |  28.3M->28.3M (+0.1%) / -  | 51.2M->51.9M (+1.5%) / 20.7->24.7 (+3.96) | 9.1M->12.3M (+35.2%) / 7.5->9.8 (+2.22) | 413.0k->757.1k (+83.3%) / 53.4->44.3 (-9.07)
ai-ml_bark.cpp-bark-small.coarse_.. |  31.4M->31.4M (-0.0%) / -  | 52.3M->53.0M (+1.4%) / 23.5->27.1 (+3.61) | 10.7M->14.0M (+30.3%) / 8.0->8.5 (+0.54) | 402.6k->691.2k (+71.7%) / 56.6->50.6 (-5.98)
ai-ml_bark.cpp-bark-small.coarse_.. |  25.0M->23.8M (-4.8%) / -  | 29.3M->30.5M (+4.2%) / 37.3->40.0 (+2.65) | 7.8M->10.2M (+30.4%) / 26.3->40.9 (+14.58) | 1.2M->2.1M (+82.1%) / 88.6->78.2 (-10.35)
ai-ml_biogpt.cpp-ggml-model-tocil.. | 30.6M->29.3M (-4.3%) / 0.0->0.0 (+0.00) | 60.1M->60.6M (+0.9%) / 49.1->49.9 (+0.72) | 26.0M->28.7M (+10.3%) / 93.2->93.7 (+0.42) | 6.3M->7.7M (+22.4%) / 95.8->94.3 (-1.50)
ai-ml_biogpt.cpp-ggml-model-tocil.. | 30.3M->29.8M (-1.6%) / 0.0->0.0 (+0.00) | 61.7M->63.2M (+2.3%) / 50.2->52.1 (+1.85) | 23.5M->27.8M (+18.1%) / 92.7->93.5 (+0.77) | 5.4M->5.9M (+9.2%) / 95.8->92.6 (-3.19)
ai-ml_biogpt.cpp-ggml-model-tocil.. | 30.7M->30.0M (-2.3%) / 0.0->0.0 (+0.00) | 62.1M->62.7M (+1.0%) / 51.1->51.9 (+0.78) | 25.5M->28.7M (+12.5%) / 93.1->93.3 (+0.27) | 6.0M->9.3M (+54.6%) / 95.3->95.2 (-0.11)
ai-ml_clip_trace_1                  |  22.8M->22.9M (+0.0%) / -  | 48.2M->49.0M (+1.6%) / 4.6->7.3 (+2.65) | 751.0k->2.1M (+176.1%) / 25.6->32.9 (+7.31) | 121.6k->310.8k (+155.6%) / 75.3->67.2 (-8.11)
ai-ml_clip_trace_3                  |  22.5M->22.6M (+0.3%) / -  | 47.9M->48.5M (+1.3%) / 5.3->7.8 (+2.54) | 890.5k->2.2M (+143.2%) / 32.7->37.6 (+4.98) | 180.4k->368.4k (+104.2%) / 65.5->66.5 (+0.94)
ai-ml_llama2.c-stories110M.1        |  25.2M->25.7M (+2.1%) / -  | 35.9M->36.7M (+2.2%) / 42.6->47.9 (+5.31) | 1.7M->7.0M (+306.0%) / 94.7->98.2 (+3.60) | 802.7k->1.5M (+89.4%) / 98.3->82.5 (-15.83)
ai-ml_llama2.c-stories110M.2        |  25.6M->26.0M (+1.7%) / -  | 36.6M->37.3M (+1.8%) / 42.3->47.8 (+5.52) | 1.7M->7.0M (+313.2%) / 93.5->96.8 (+3.29) | 777.9k->1.4M (+74.7%) / 98.2->83.0 (-15.15)
ai-ml_llama2.c-stories110M.3        |  25.2M->25.5M (+1.0%) / -  | 36.9M->37.2M (+0.8%) / 42.8->48.1 (+5.30) | 1.6M->7.0M (+326.7%) / 93.3->95.5 (+2.21) | 752.1k->1.4M (+87.2%) / 98.4->74.3 (-24.14)
ai-ml_llama2.c-stories15M.1         |  17.4M->17.4M (+0.0%) / -  | 36.6M->36.8M (+0.6%) / 24.0->47.1 (+23.11) | 1.2M->6.8M (+461.3%) / 77.0->92.9 (+15.95) | 745.2k->1.6M (+115.1%) / 93.2->63.6 (-29.66)
ai-ml_llama2.c-stories15M.2         |  17.7M->17.7M (+0.1%) / -  | 36.9M->37.1M (+0.5%) / 25.2->45.8 (+20.62) | 1.3M->6.7M (+433.8%) / 78.4->79.4 (+1.01) | 689.3k->1.3M (+89.6%) / 93.3->67.5 (-25.85)
ai-ml_llama2.c-stories15M.3         |  17.7M->17.7M (+0.1%) / -  | 36.9M->37.1M (+0.7%) / 26.2->46.2 (+19.94) | 1.3M->6.7M (+420.4%) / 81.9->92.2 (+10.34) | 616.0k->1.6M (+152.0%) / 94.2->63.6 (-30.62)
ai-ml_llama2.c-stories42M.1         |  22.2M->22.4M (+0.5%) / -  | 36.3M->36.5M (+0.7%) / 38.3->47.9 (+9.55) | 1.2M->6.9M (+458.1%) / 88.2->93.8 (+5.59) | 562.0k->1.6M (+189.2%) / 94.7->46.7 (-47.96)
ai-ml_llama2.c-stories42M.2         |  23.1M->23.3M (+0.9%) / -  | 36.7M->37.1M (+1.0%) / 38.5->47.8 (+9.27) | 1.2M->6.9M (+463.0%) / 88.7->94.6 (+5.93) | 537.7k->1.6M (+190.0%) / 94.7->50.2 (-44.54)
ai-ml_llama2.c-stories42M.3         |  22.1M->22.4M (+1.0%) / -  | 36.5M->36.9M (+1.1%) / 38.7->47.8 (+9.09) | 1.2M->6.9M (+459.3%) / 88.3->95.0 (+6.68) | 541.7k->1.6M (+202.3%) / 94.6->49.7 (-44.90)
ai-ml_rwkv_trace_1                  |  43.5M->43.6M (+0.1%) / -  | 35.3M->35.4M (+0.2%) / 91.1->92.4 (+1.28) | 32.1M->32.6M (+1.7%) / 24.1->25.4 (+1.32) | 3.9M->5.0M (+27.1%) / 64.5->59.3 (-5.27)
ai-ml_rwkv_trace_2                  |  38.6M->38.6M (-0.0%) / -  | 50.1M->51.0M (+1.8%) / 47.6->48.2 (+0.60) | 19.8M->21.6M (+9.1%) / 98.7->98.7 (-0.02) | 7.2M->8.2M (+14.2%) / 96.6->95.4 (-1.18)
ai-ml_stable-diffusion.cpp-sd-v1-.. |  49.4M->49.3M (-0.3%) / -  | 61.5M->60.0M (-2.4%) / 76.0->86.0 (+9.94) | 41.4M->49.6M (+19.9%) / 5.2->4.8 (-0.37) | 1.4M->1.4M (-2.1%) / 67.5->53.8 (-13.73)
ai-ml_stable-diffusion.cpp-sd-v1-.. |  44.0M->43.9M (-0.1%) / -  | 58.2M->59.7M (+2.7%) / 37.7->43.4 (+5.76) | 19.3M->25.6M (+32.4%) / 7.2->5.8 (-1.44) | 369.1k->756.2k (+104.8%) / 95.6->96.0 (+0.37)
ai-ml_stable-diffusion.cpp-v1-5-p.. |  39.7M->40.1M (+1.1%) / -  | 50.5M->51.0M (+1.0%) / 50.8->58.2 (+7.37) | 22.3M->28.2M (+26.4%) / 4.2->4.1 (-0.11) | 687.4k->898.2k (+30.7%) / 49.7->48.0 (-1.73)
ai-ml_stable-diffusion.cpp-v2-1_7.. |  21.4M->21.4M (+0.0%) / -  | 78.1M->78.1M (-0.0%) / 40.5->43.6 (+3.15) | 29.5M->34.0M (+15.4%) / 6.3->5.8 (-0.55) | 613.5k->624.1k (+1.7%) / 79.5->73.4 (-6.04)
ai-ml_stable-diffusion.cpp-v2-1_7.. |  47.0M->46.9M (-0.1%) / -  | 60.1M->61.1M (+1.7%) / 39.2->44.5 (+5.26) | 21.1M->26.6M (+25.7%) / 6.8->5.7 (-1.11) | 287.4k->833.1k (+189.9%) / 82.3->90.3 (+8.04)
ai-ml_stable-diffusion.cpp-v2-1_7.. |  44.0M->43.9M (-0.1%) / -  | 58.2M->59.8M (+2.7%) / 37.7->43.4 (+5.72) | 19.3M->25.6M (+32.1%) / 7.2->5.8 (-1.44) | 431.1k->704.3k (+63.4%) / 96.1->95.8 (-0.26)
ai-ml_vit.cpp-base-ggml-model-f16.. |  27.6M->27.6M (-0.1%) / -  | 48.6M->49.5M (+1.8%) / 11.7->26.8 (+15.12) | 2.7M->9.7M (+252.1%) / 9.3->8.0 (-1.35) | 145.8k->414.7k (+184.5%) / 62.4->58.3 (-4.09)
ai-ml_vit.cpp-large-ggml-model-f1.. |  26.3M->26.3M (+0.2%) / -  | 48.6M->49.1M (+1.1%) / 7.3->16.0 (+8.75) | 1.6M->5.3M (+227.7%) / 15.8->14.4 (-1.31) | 159.5k->322.9k (+102.4%) / 84.0->73.1 (-10.91)
ai-ml_whisper_trace_1               |  21.3M->21.3M (-0.0%) / -  | 52.4M->53.7M (+2.5%) / 6.9->7.5 (+0.56) | 3.1M->3.8M (+20.6%) / 32.5->33.6 (+1.08) | 397.9k->568.8k (+42.9%) / 72.3->68.5 (-3.81)
ai-ml_whisper_trace_2               |  21.3M->21.3M (+0.0%) / -  | 52.1M->53.4M (+2.4%) / 6.5->7.1 (+0.61) | 2.9M->3.6M (+24.4%) / 35.4->35.3 (-0.09) | 396.4k->565.1k (+42.5%) / 71.6->68.4 (-3.26)
ai-ml_whisper_trace_3               |  21.3M->21.3M (+0.0%) / -  | 52.3M->53.2M (+1.9%) / 6.6->7.0 (+0.40) | 2.9M->3.5M (+18.9%) / 34.4->36.1 (+1.63) | 390.9k->561.1k (+43.5%) / 72.3->68.8 (-3.57)
gtraces_v2_arizona_0000             | 19.7M->19.8M (+0.1%) / 0.3->0.3 (+0.00) | 32.8M->32.9M (+0.1%) / 1.7->3.2 (+1.48) | 493.3k->788.3k (+59.8%) / 37.2->25.8 (-11.36) | 112.0k->128.5k (+14.8%) / 74.0->70.4 (-3.53)
gtraces_v2_arizona_0001             | 20.9M->20.9M (+0.0%) / 0.3->0.3 (+0.00) | 33.2M->33.2M (+0.0%) / 1.9->3.8 (+1.86) | 564.2k->901.0k (+59.7%) / 43.7->29.1 (-14.64) | 143.3k->155.9k (+8.8%) / 71.6->69.7 (-1.97)
gtraces_v2_arizona_0002             | 26.8M->26.8M (-0.0%) / 0.8->0.8 (+0.00) | 24.3M->24.4M (+0.2%) / 2.8->5.9 (+3.15) | 619.9k->1.2M (+91.6%) / 41.4->25.2 (-16.12) | 237.8k->261.6k (+10.0%) / 70.9->70.3 (-0.67)
gtraces_v2_charlie_0000             | 12.7M->12.7M (+0.1%) / 6.2->6.2 (-0.02) | 33.1M->32.9M (-0.4%) / 1.7->3.4 (+1.64) | 958.9k->1.1M (+19.9%) / 15.2->14.4 (-0.81) | 126.4k->144.0k (+13.9%) / 88.4->87.4 (-1.01)
gtraces_v2_charlie_0001             | 13.5M->13.5M (+0.1%) / 9.9->10.0 (+0.04) | 33.6M->33.5M (-0.4%) / 2.8->5.7 (+2.95) | 1.6M->2.1M (+28.9%) / 10.5->10.6 (+0.10) | 145.3k->182.0k (+25.3%) / 85.8->86.2 (+0.34)
gtraces_v2_charlie_0002             | 14.9M->14.9M (+0.1%) / 9.8->9.5 (-0.29) | 32.2M->32.1M (-0.2%) / 5.1->8.2 (+3.05) | 2.2M->2.6M (+22.2%) / 23.5->22.1 (-1.39) | 460.2k->516.5k (+12.2%) / 84.5->83.1 (-1.37)
gtraces_v2_charlie_0003             | 17.3M->17.3M (+0.1%) / 4.9->4.9 (-0.01) | 31.5M->31.3M (-0.5%) / 12.7->20.0 (+7.27) | 4.0M->5.0M (+25.5%) / 19.9->17.8 (-2.10) | 715.1k->790.5k (+10.5%) / 80.3->77.9 (-2.42)
gtraces_v2_charlie_0004             | 19.4M->19.4M (-0.0%) / 4.8->5.0 (+0.19) | 30.6M->30.6M (-0.0%) / 4.3->5.6 (+1.31) | 1.7M->2.0M (+16.4%) / 26.1->25.3 (-0.77) | 403.5k->452.6k (+12.2%) / 85.5->83.0 (-2.48)
gtraces_v2_merced_0000              | 12.1M->12.1M (+0.1%) / 9.2->9.1 (-0.01) | 33.1M->33.1M (+0.1%) / 7.7->9.4 (+1.68) | 2.5M->2.9M (+14.9%) / 25.8->24.0 (-1.85) | 564.8k->595.1k (+5.4%) / 83.7->82.8 (-0.84)
gtraces_v2_merced_0001              | 15.5M->15.6M (+0.1%) / 14.8->14.8 (-0.01) | 33.7M->33.7M (+0.1%) / 9.1->11.7 (+2.64) | 4.0M->4.6M (+15.0%) / 28.8->26.1 (-2.73) | 1.0M->1.1M (+3.9%) / 85.5->85.3 (-0.22)
gtraces_v2_merced_0002              | 15.7M->15.7M (+0.1%) / 12.9->12.9 (+0.02) | 30.9M->30.9M (+0.1%) / 7.4->10.0 (+2.62) | 3.2M->3.8M (+17.2%) / 31.2->28.2 (-2.92) | 851.5k->896.4k (+5.3%) / 84.3->84.3 (+0.03)
gtraces_v2_merced_0003              | 16.1M->16.1M (+0.1%) / 12.9->12.9 (-0.03) | 30.9M->30.9M (+0.1%) / 8.6->10.8 (+2.18) | 3.5M->4.0M (+12.9%) / 33.2->30.9 (-2.28) | 1.0M->1.1M (+4.3%) / 88.1->86.8 (-1.35)
gtraces_v2_merced_0004              | 15.9M->16.0M (+0.1%) / 12.5->12.4 (-0.03) | 29.0M->29.1M (+0.1%) / 8.1->10.9 (+2.81) | 3.2M->3.8M (+17.3%) / 27.7->25.1 (-2.63) | 771.0k->812.2k (+5.3%) / 84.0->83.6 (-0.36)
gtraces_v2_sierra.a.3_0000          | 20.6M->20.6M (+0.0%) / 43.0->43.0 (-0.06) | 35.8M->35.9M (+0.1%) / 9.4->10.6 (+1.22) | 9.3M->9.7M (+3.8%) / 18.2->17.1 (-1.05) | 1.5M->1.4M (-2.5%) / 70.6->69.4 (-1.21)
gtraces_v2_sierra.a.3_0001          | 20.9M->20.9M (+0.0%) / 31.5->31.5 (+0.05) | 33.9M->34.0M (+0.2%) / 7.5->8.6 (+1.06) | 7.0M->7.3M (+4.3%) / 18.3->16.9 (-1.46) | 1.1M->1.1M (-4.3%) / 70.7->72.4 (+1.72)
gtraces_v2_sierra.a.3_0002          | 21.1M->21.1M (+0.1%) / 32.7->32.7 (-0.07) | 34.2M->34.2M (+0.2%) / 8.1->9.2 (+1.11) | 7.5M->7.7M (+3.9%) / 18.2->16.6 (-1.62) | 1.2M->1.1M (-4.7%) / 71.6->71.1 (-0.47)
gtraces_v2_sierra.a.3_0003          | 21.7M->21.7M (+0.0%) / 30.1->30.1 (-0.01) | 35.5M->35.7M (+0.4%) / 9.0->10.8 (+1.82) | 7.5M->8.0M (+6.7%) / 18.0->16.5 (-1.57) | 1.1M->1.1M (-3.1%) / 76.2->75.8 (-0.38)
gtraces_v2_sierra.a.3_0004          | 20.5M->20.5M (+0.0%) / 34.3->34.2 (-0.05) | 36.0M->36.1M (+0.3%) / 9.1->10.8 (+1.67) | 7.9M->8.4M (+5.8%) / 17.7->16.2 (-1.50) | 1.2M->1.1M (-3.2%) / 73.1->73.0 (-0.06)
gtraces_v2_sierra.a.4_0000          | 21.4M->21.4M (+0.1%) / 24.5->24.5 (-0.02) | 36.2M->36.3M (+0.3%) / 9.8->12.1 (+2.31) | 6.8M->7.5M (+8.9%) / 24.5->22.6 (-1.85) | 1.4M->1.4M (+0.2%) / 79.9->78.9 (-1.00)
gtraces_v2_sierra.a.4_0001          | 22.2M->22.2M (+0.1%) / 33.5->33.5 (+0.05) | 37.5M->37.7M (+0.3%) / 10.7->12.6 (+1.95) | 8.9M->9.4M (+6.3%) / 23.8->22.1 (-1.69) | 1.8M->1.8M (-1.2%) / 73.7->73.7 (-0.04)
gtraces_v2_sierra.a.4_0002          | 22.9M->22.9M (-0.0%) / 30.0->29.9 (-0.05) | 34.9M->35.0M (+0.2%) / 10.2->12.1 (+1.87) | 8.1M->8.6M (+5.1%) / 24.0->22.5 (-1.48) | 1.7M->1.6M (-1.5%) / 74.7->74.7 (+0.05)
gtraces_v2_sierra.a.4_0003          | 20.0M->20.0M (+0.0%) / 26.5->26.4 (-0.01) | 34.2M->34.3M (+0.3%) / 9.5->11.2 (+1.67) | 6.5M->6.9M (+6.1%) / 25.5->24.2 (-1.37) | 1.4M->1.4M (-0.5%) / 78.0->78.8 (+0.79)
gtraces_v2_sierra.a.4_0004          | 20.4M->20.4M (+0.0%) / 20.9->20.9 (+0.00) | 33.2M->33.3M (+0.2%) / 10.5->13.1 (+2.54) | 5.9M->6.6M (+11.1%) / 26.1->26.4 (+0.34) | 1.3M->1.5M (+13.3%) / 79.6->73.5 (-6.15)
gtraces_v2_sierra.a.6_0000          | 22.9M->22.9M (-0.0%) / 43.4->43.1 (-0.26) | 35.0M->35.0M (+0.1%) / 9.8->10.4 (+0.61) | 10.1M->10.2M (+1.2%) / 12.8->12.2 (-0.62) | 1.1M->1.1M (-2.7%) / 75.0->75.0 (+0.05)
gtraces_v2_sierra.a.6_0001          | 21.1M->21.1M (-0.0%) / 42.1->42.0 (-0.06) | 33.9M->33.9M (+0.1%) / 11.4->13.3 (+1.90) | 9.6M->10.2M (+6.3%) / 16.4->18.9 (+2.54) | 1.3M->1.7M (+22.9%) / 76.0->64.8 (-11.16)
gtraces_v2_sierra.a.6_0002          | 23.0M->23.0M (+0.0%) / 41.2->41.2 (+0.04) | 34.8M->34.8M (+0.1%) / 9.5->10.1 (+0.61) | 9.7M->9.9M (+1.8%) / 15.5->14.5 (-1.01) | 1.3M->1.3M (-3.9%) / 72.8->74.1 (+1.30)
gtraces_v2_sierra.a.6_0003          | 22.4M->22.4M (-0.0%) / 43.1->43.0 (-0.09) | 34.9M->34.9M (+0.1%) / 10.6->11.7 (+1.06) | 10.1M->10.4M (+3.2%) / 16.2->16.5 (+0.31) | 1.4M->1.5M (+6.5%) / 74.8->70.0 (-4.85)
gtraces_v2_sierra.a.6_0004          | 22.7M->22.7M (-0.0%) / 44.9->45.0 (+0.15) | 35.4M->35.4M (+0.1%) / 9.8->10.4 (+0.54) | 10.4M->10.5M (+1.7%) / 13.7->12.7 (-0.91) | 1.2M->1.2M (-3.8%) / 73.9->72.5 (-1.34)
gtraces_v2_tahoe_0000               | 12.8M->12.8M (+0.1%) / 15.9->15.9 (+0.02) | 36.4M->36.5M (+0.2%) / 4.9->6.0 (+1.11) | 2.9M->3.2M (+10.5%) / 31.3->30.4 (-0.89) | 796.4k->821.6k (+3.2%) / 78.4->77.4 (-1.03)
gtraces_v2_tahoe_0001               | 15.6M->15.6M (+0.0%) / 15.4->15.4 (+0.02) | 35.1M->35.1M (+0.1%) / 6.9->8.5 (+1.61) | 3.7M->4.1M (+12.5%) / 33.7->33.4 (-0.31) | 1.1M->1.1M (+3.5%) / 83.6->83.9 (+0.31)
gtraces_v2_tahoe_0002               | 9.3M->9.3M (+0.6%) / 1.3->1.3 (-0.01) | 31.4M->31.4M (-0.0%) / 8.1->12.6 (+4.43) | 1.8M->2.5M (+41.3%) / 38.6->39.2 (+0.65) | 643.0k->919.7k (+43.0%) / 87.6->72.2 (-15.44)
gtraces_v2_tahoe_0003               | 15.7M->15.7M (+0.1%) / 17.2->17.3 (+0.07) | 34.8M->34.9M (+0.2%) / 6.5->7.9 (+1.32) | 3.9M->4.3M (+9.7%) / 29.4->28.5 (-0.92) | 969.1k->984.5k (+1.6%) / 80.9->81.5 (+0.58)
gtraces_v2_tahoe_0004               | 12.0M->12.0M (+0.0%) / 14.4->14.3 (-0.08) | 36.9M->37.0M (+0.1%) / 4.8->5.9 (+1.09) | 2.6M->3.0M (+12.3%) / 31.8->30.9 (-0.87) | 717.2k->745.3k (+3.9%) / 83.5->83.1 (-0.34)
gtraces_v2_tango_0000               | 17.3M->17.3M (+0.0%) / 21.8->21.7 (-0.06) | 32.3M->32.3M (+0.0%) / 6.9->7.9 (+1.00) | 4.6M->4.8M (+4.4%) / 18.1->16.9 (-1.19) | 744.0k->727.8k (-2.2%) / 74.5->76.6 (+2.17)
gtraces_v2_tango_0001               | 18.2M->18.2M (+0.1%) / 12.2->12.1 (-0.05) | 29.7M->29.7M (+0.2%) / 6.9->8.2 (+1.31) | 3.1M->3.4M (+7.7%) / 24.5->22.9 (-1.58) | 706.8k->711.3k (+0.6%) / 84.7->85.4 (+0.64)
gtraces_v2_tango_0002               | 16.5M->16.5M (+0.0%) / 21.7->21.7 (+0.00) | 32.6M->32.7M (+0.0%) / 6.8->8.3 (+1.44) | 4.4M->4.7M (+6.6%) / 17.5->16.3 (-1.24) | 698.4k->689.2k (-1.3%) / 74.4->75.1 (+0.66)
gtraces_v2_tango_0003               | 17.5M->17.5M (+0.0%) / 20.0->20.0 (+0.01) | 31.9M->32.0M (+0.0%) / 7.3->8.4 (+1.02) | 4.4M->4.7M (+5.0%) / 21.3->19.6 (-1.68) | 856.5k->830.8k (-3.0%) / 74.5->76.0 (+1.54)
gtraces_v2_tango_0004               | 17.0M->17.0M (+0.0%) / 18.0->17.9 (-0.03) | 31.4M->31.5M (+0.1%) / 6.9->7.8 (+0.97) | 3.9M->4.1M (+5.0%) / 21.1->19.2 (-1.86) | 751.0k->718.4k (-4.3%) / 70.5->75.3 (+4.81)
gtraces_v2_yankee_0000              | 13.4M->13.4M (+0.2%) / 22.0->22.0 (-0.05) | 34.4M->34.4M (-0.1%) / 6.5->8.4 (+1.92) | 4.0M->4.4M (+11.3%) / 29.6->27.3 (-2.30) | 988.0k->1.0M (+2.1%) / 69.8->71.3 (+1.48)
gtraces_v2_yankee_0001              | 13.3M->13.3M (+0.1%) / 19.9->19.8 (-0.08) | 34.2M->34.2M (-0.1%) / 6.3->8.3 (+2.06) | 3.7M->4.1M (+12.5%) / 30.1->27.8 (-2.28) | 933.0k->964.2k (+3.3%) / 70.6->70.1 (-0.42)
gtraces_v2_yankee_0002              | 14.8M->14.8M (+0.1%) / 14.2->14.2 (+0.00) | 32.6M->32.6M (-0.0%) / 5.4->7.3 (+1.92) | 3.0M->3.4M (+14.8%) / 28.9->25.9 (-3.05) | 722.9k->740.5k (+2.4%) / 68.5->66.6 (-1.89)
gtraces_v2_yankee_0003              | 13.2M->13.3M (+0.1%) / 21.7->21.7 (-0.02) | 34.5M->34.5M (-0.1%) / 6.3->8.3 (+1.96) | 3.9M->4.3M (+11.8%) / 29.7->27.2 (-2.48) | 973.5k->998.4k (+2.6%) / 65.7->64.3 (-1.38)
gtraces_v2_yankee_0004              | 13.3M->13.4M (+0.3%) / 20.3->20.2 (-0.05) | 34.5M->34.4M (-0.1%) / 6.4->8.6 (+2.19) | 3.8M->4.3M (+13.2%) / 29.9->27.3 (-2.62) | 954.3k->981.5k (+2.9%) / 68.8->67.1 (-1.75)


================================================================================================================================================================
3. PREFETCHING COMPARISON [Access / MissRate]
   Format: Base->Exp (Diff)
   Access Diff is Relative %, MissRate Diff is Absolute Delta
================================================================================================================================================================
Trace Name                          |              L1I               |              L1D               |              L2C               |              LLC              
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Graph_GAP_bc-0                      |             - / -              | 6.3M->0 (-100.0%) / 93.1->0.0 (-93.06) | 42.3M->25.1M (-40.7%) / 61.7->56.6 (-5.09) | 50.4M->31.7M (-37.1%) / 60.9->61.8 (+0.87)
Graph_GAP_bc-12                     |             - / -              | 7.5M->0 (-100.0%) / 92.9->0.0 (-92.86) | 46.1M->25.9M (-43.9%) / 66.8->60.9 (-5.87) | 57.5M->34.3M (-40.4%) / 62.9->63.2 (+0.31)
Graph_GAP_bfs-10                    |             - / -              | 4.6M->0 (-100.0%) / 80.3->0.0 (-80.28) | 24.3M->20.7M (-15.1%) / 21.9->20.1 (-1.87) | 9.8M->7.8M (-20.5%) / 69.8->68.9 (-0.88)
Graph_GAP_bfs-14                    |             - / -              | 4.2M->0 (-100.0%) / 82.7->0.0 (-82.72) | 26.0M->15.0M (-42.2%) / 21.8->27.2 (+5.41) | 9.1M->7.5M (-16.9%) / 69.0->68.4 (-0.61)
Graph_GAP_cc-13                     |             - / -              | 4.6M->0 (-100.0%) / 73.7->0.0 (-73.68) | 29.3M->21.0M (-28.3%) / 35.6->33.8 (-1.82) | 22.2M->16.8M (-24.6%) / 38.8->42.0 (+3.24)
Graph_GAP_cc-14                     |             - / -              | 4.7M->0 (-100.0%) / 69.4->0.0 (-69.39) | 27.4M->21.2M (-22.7%) / 36.9->33.4 (-3.43) | 21.6M->16.8M (-22.2%) / 38.9->41.8 (+2.89)
Graph_GAP_cc-5                      |             - / -              | 4.7M->0 (-100.0%) / 66.1->0.0 (-66.10) | 26.8M->21.0M (-21.7%) / 35.4->33.1 (-2.30) | 20.4M->16.4M (-19.9%) / 39.2->41.9 (+2.70)
Graph_GAP_sssp-10                   |             - / -              | 4.2M->0 (-100.0%) / 89.9->0.0 (-89.87) | 26.6M->19.5M (-26.8%) / 43.0->40.0 (-3.09) | 22.0M->16.0M (-27.3%) / 43.1->48.0 (+4.89)
Graph_GAP_sssp-14                   |             - / -              | 4.4M->0 (-100.0%) / 87.8->0.0 (-87.76) | 27.3M->19.8M (-27.4%) / 44.0->41.0 (-2.96) | 22.5M->16.5M (-26.9%) / 42.8->47.5 (+4.77)
Graph_GMS_gms.k_clique_count_set_.. |             - / -              | 304.1k->0 (-100.0%) / 60.6->0.0 (-60.61) | 2.1M->2.1M (+3.8%) / 53.9->46.1 (-7.75) | 977.3k->996.9k (+2.0%) / 74.3->79.1 (+4.78)
