Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
ai-ml,rwkv_trace_2.champsimtrace.gz,0.7111,200000003,281265115,SUCCESS,4773.16
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.6033,200000005,331509481,SUCCESS,3525.44
gtraces_v2,sierra.a.6_0003.champsim.gz,0.3863,200000001,517792028,SUCCESS,3797.90
gtraces_v2,sierra.a.3_0000.champsim.gz,0.3722,200000006,537322477,SUCCESS,3789.47
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.7188,200000001,278247385,SUCCESS,3638.57
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.6058,200000001,330117443,SUCCESS,5369.83
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.615,200000002,325185145,SUCCESS,5369.46
gtraces_v2,sierra.a.4_0001.champsim.gz,0.3026,200000004,660921873,SUCCESS,4992.02
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.6745,200000000,296519392,SUCCESS,4071.87
gtraces_v2,sierra.a.4_0002.champsim.gz,0.3118,200000000,641406954,SUCCESS,4394.46
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.2796,200000001,715231601,SUCCESS,6495.34
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.62,200000001,322589265,SUCCESS,5162.76
Graph/GAP,bc-0.trace.gz,0.2094,200000000,955179652,SUCCESS,7724.37
Graph/GAP,bc-12.trace.gz,0.1897,200000000,1054028602,SUCCESS,8413.60
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.2252,200000004,887925853,SUCCESS,9344.17
ai-ml,rwkv_trace_1.champsimtrace.gz,0.1164,200000003,1717571681,SUCCESS,26566.94
