Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M.champsimtrace.xz,1.026,200000000,194979094,SUCCESS,1807.47
Graph/Ligra,ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M.champsimtrace.xz,1.488,200000003,134403192,SUCCESS,1814.64
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.2.champsimtrace.gz,2.543,200000003,78643990,SUCCESS,1843.49
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M.champsimtrace.xz,1.009,200000003,198257636,SUCCESS,1911.32
SPEC17,654.roms_s-523B.champsimtrace.xz,1.752,200000006,114134221,SUCCESS,1925.76
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-248.champsimstrace.gz,0.8484,200000004,235748795,SUCCESS,1954.40
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M.champsimtrace.xz,1.085,200000002,184387537,SUCCESS,1971.44
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.1.champsimtrace.gz,2.283,200000000,87609328,SUCCESS,1988.88
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-117.champsimtrace.gz,0.7472,200000000,267661636,SUCCESS,2001.74
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-367.champsimtrace.gz,1.018,200000003,196522839,SUCCESS,2012.26
Graph/Ligra,ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.8327,200000003,240176145,SUCCESS,2028.29
Graph/GAP,bfs-14.trace.gz,0.7507,200000001,266417380,SUCCESS,2080.45
gtraces_v2,charlie_0004.champsim.gz,0.8563,200000004,233552441,SUCCESS,2112.92
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-80.champsimtrace.gz,0.9543,200000001,209580770,SUCCESS,2162.90
Graph/GAP,bfs-10.trace.gz,0.6871,200000001,291070944,SUCCESS,2190.22
Graph/Ligra,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M.champsimtrace.xz,1.11,200000000,180183190,SUCCESS,2235.25
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.1.champsimtrace.gz,1.744,200000002,114700652,SUCCESS,2270.57
gtraces_v2,charlie_0002.champsim.gz,0.7678,200000003,260481384,SUCCESS,2320.32
gtraces_v2,charlie_0003.champsim.gz,0.6944,200000007,288013872,SUCCESS,2405.75
gtraces_v2,merced_0000.champsim.gz,0.6261,200000001,319432797,SUCCESS,2439.84
gtraces_v2,tahoe_0002.champsim.gz,0.6896,200000001,290036094,SUCCESS,2443.89
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M.champsimtrace.xz,1.024,200000006,195323167,SUCCESS,2464.04
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-137.champsimtrace.gz,0.5531,200000004,361617379,SUCCESS,2590.14
gtraces_v2,yankee_0002.champsim.gz,0.5375,200000001,372095505,SUCCESS,2641.94
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-360.champsimtrace.gz,0.5434,200000001,368060333,SUCCESS,2682.40
gtraces_v2,merced_0004.champsim.gz,0.5285,200000001,378428078,SUCCESS,2716.34
gtraces_v2,tahoe_0004.champsim.gz,0.5282,200000003,378611103,SUCCESS,2716.39
gtraces_v2,tango_0001.champsim.gz,0.5836,200000002,342710756,SUCCESS,2729.93
Graph/GAP,sssp-10.trace.gz,0.665,200000005,300735884,SUCCESS,2785.32
gtraces_v2,tahoe_0000.champsim.gz,0.5146,200000001,388669597,SUCCESS,2787.17
Graph/GAP,sssp-14.trace.gz,0.6624,200000007,301930748,SUCCESS,2801.09
gtraces_v2,tango_0002.champsim.gz,0.5099,200000000,392265598,SUCCESS,2879.66
gtraces_v2,merced_0002.champsim.gz,0.4892,200000006,408858741,SUCCESS,2879.18
SPEC17,605.mcf_s-484B.champsimtrace.xz,0.8526,200000002,234580583,SUCCESS,2893.37
SPEC17,619.lbm_s-2676B.champsimtrace.xz,1.111,200000001,179985967,SUCCESS,2907.25
gtraces_v2,tango_0004.champsim.gz,0.5044,200000000,396525172,SUCCESS,2914.30
gtraces_v2,tango_0000.champsim.gz,0.4879,200000000,409897245,SUCCESS,2941.41
gtraces_v2,merced_0003.champsim.gz,0.4658,200000007,429384158,SUCCESS,3045.60
gtraces_v2,merced_0001.champsim.gz,0.4724,200000001,423366136,SUCCESS,3059.17
gtraces_v2,tango_0003.champsim.gz,0.459,200000000,435683496,SUCCESS,3101.35
gtraces_v2,yankee_0003.champsim.gz,0.4303,200000002,464779551,SUCCESS,3120.93
gtraces_v2,yankee_0001.champsim.gz,0.4322,200000000,462753208,SUCCESS,3137.24
