Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.2.champsimtrace.gz,2.539,200000001,78782724,SUCCESS,1880.31
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_154750M.length_250M.champsimtrace.xz,1.528,200000007,130866633,SUCCESS,1888.22
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-367.champsimtrace.gz,1.127,200000001,177401947,SUCCESS,1939.75
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_15500M.length_250M.champsimtrace.xz,1.419,200000005,140937123,SUCCESS,1970.75
Graph/Ligra,ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M.champsimtrace.xz,1.333,200000003,150028015,SUCCESS,1979.17
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-117.champsimtrace.gz,0.7651,200000000,261401637,SUCCESS,1997.95
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M.champsimtrace.xz,0.9285,200000000,215391456,SUCCESS,2019.94
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-80.champsimtrace.gz,1.077,200000002,185739283,SUCCESS,2019.59
SPEC17,654.roms_s-523B.champsimtrace.xz,1.599,200000003,125039893,SUCCESS,2019.06
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M.champsimtrace.xz,1.051,200000002,190372187,SUCCESS,2046.03
gtraces_v2,charlie_0004.champsim.gz,0.9117,200000004,219364635,SUCCESS,2064.03
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.1.champsimtrace.gz,2.253,200000000,88767812,SUCCESS,2113.68
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.1.champsimtrace.gz,1.795,200000002,111393757,SUCCESS,2159.85
Graph/GAP,bfs-14.trace.gz,0.723,200000001,276643678,SUCCESS,2178.97
Graph/Ligra,ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.7689,200000003,260121342,SUCCESS,2187.39
gtraces_v2,merced_0000.champsim.gz,0.6871,200000001,291087198,SUCCESS,2337.29
gtraces_v2,charlie_0002.champsim.gz,0.7922,200000006,252472447,SUCCESS,2350.25
Graph/Ligra,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M.champsimtrace.xz,1.137,200000000,175855579,SUCCESS,2359.27
Graph/GAP,bfs-10.trace.gz,0.6306,200000001,317172588,SUCCESS,2388.77
gtraces_v2,tahoe_0002.champsim.gz,0.7413,200000001,269811570,SUCCESS,2391.99
gtraces_v2,charlie_0003.champsim.gz,0.7179,200000007,278585767,SUCCESS,2462.83
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M.champsimtrace.xz,1.072,200000006,186600597,SUCCESS,2496.07
gtraces_v2,yankee_0002.champsim.gz,0.6081,200000000,328870593,SUCCESS,2508.40
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-137.champsimtrace.gz,0.5615,200000004,356167722,SUCCESS,2603.33
gtraces_v2,tahoe_0004.champsim.gz,0.5861,200000003,341261643,SUCCESS,2601.53
gtraces_v2,tango_0001.champsim.gz,0.652,200000000,306725535,SUCCESS,2620.58
gtraces_v2,merced_0004.champsim.gz,0.5781,200000001,345952118,SUCCESS,2658.09
gtraces_v2,tahoe_0000.champsim.gz,0.5698,200000001,351024808,SUCCESS,2680.14
Graph/GAP,sssp-14.trace.gz,0.7148,200000007,279795885,SUCCESS,2701.66
Graph/GAP,sssp-10.trace.gz,0.7214,200000004,277238352,SUCCESS,2703.66
gtraces_v2,tango_0002.champsim.gz,0.5819,200000000,343718730,SUCCESS,2718.92
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-360.champsimtrace.gz,0.5529,200000000,361755748,SUCCESS,2751.79
gtraces_v2,tango_0004.champsim.gz,0.5786,200000000,345659137,SUCCESS,2745.95
gtraces_v2,merced_0002.champsim.gz,0.5345,200000003,374211892,SUCCESS,2782.19
gtraces_v2,tango_0000.champsim.gz,0.5581,200000001,358378651,SUCCESS,2801.72
gtraces_v2,yankee_0003.champsim.gz,0.5,200000002,399966787,SUCCESS,2902.51
gtraces_v2,tango_0003.champsim.gz,0.5316,200000000,376249550,SUCCESS,2910.97
