Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/Ligra,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M.champsimtrace.xz,1.16,200000000,172425396,SUCCESS,3379.13
gtraces_v2,tango_0002.champsim.gz,0.5497,200000000,363855938,SUCCESS,3389.54
gtraces_v2,merced_0002.champsim.gz,0.5237,200000003,381876458,SUCCESS,3406.60
gtraces_v2,tango_0004.champsim.gz,0.5411,200000000,369650930,SUCCESS,3466.15
SPEC17,619.lbm_s-2676B.champsimtrace.xz,1.116,200000000,179156312,SUCCESS,3516.13
SPEC17,605.mcf_s-484B.champsimtrace.xz,0.8443,200000001,236887480,SUCCESS,3525.83
Graph/GAP,sssp-10.trace.gz,0.6964,200000005,287209706,SUCCESS,3539.24
Graph/GAP,sssp-14.trace.gz,0.6936,200000007,288349524,SUCCESS,3587.80
gtraces_v2,tango_0000.champsim.gz,0.5208,200000000,384001442,SUCCESS,3590.51
gtraces_v2,merced_0003.champsim.gz,0.4921,200000007,406444190,SUCCESS,3664.58
gtraces_v2,merced_0001.champsim.gz,0.5005,200000001,399571227,SUCCESS,3671.57
gtraces_v2,tango_0003.champsim.gz,0.4932,200000000,405476104,SUCCESS,3691.78
gtraces_v2,yankee_0003.champsim.gz,0.4591,200000000,435587658,SUCCESS,3749.70
gtraces_v2,yankee_0004.champsim.gz,0.4535,200000004,441035349,SUCCESS,3785.78
gtraces_v2,yankee_0001.champsim.gz,0.4559,200000000,438653148,SUCCESS,3786.71
gtraces_v2,yankee_0000.champsim.gz,0.4451,200000002,449373289,SUCCESS,3814.01
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.5694,200000007,351268953,SUCCESS,3843.08
gtraces_v2,tahoe_0003.champsim.gz,0.4496,200000006,444802608,SUCCESS,3897.94
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.6859,200000003,291587969,SUCCESS,3980.38
gtraces_v2,tahoe_0001.champsim.gz,0.4451,200000000,449302287,SUCCESS,4001.62
gtraces_v2,sierra.a.3_0001.champsim.gz,0.4235,200000001,472281096,SUCCESS,4019.50
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.7497,200000000,266763207,SUCCESS,4071.88
gtraces_v2,sierra.a.3_0002.champsim.gz,0.411,200000000,486583640,SUCCESS,4177.26
gtraces_v2,sierra.a.6_0000.champsim.gz,0.4182,200000000,478294917,SUCCESS,4195.71
gtraces_v2,sierra.a.3_0003.champsim.gz,0.4136,200000004,483569690,SUCCESS,4234.54
