Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M.champsimtrace.xz,1.036,200000003,192982695,SUCCESS,1977.14
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-248.champsimstrace.gz,0.9191,200000003,217607786,SUCCESS,1980.59
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_15500M.length_250M.champsimtrace.xz,1.419,200000005,140917693,SUCCESS,1982.96
Graph/Ligra,ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M.champsimtrace.xz,1.336,200000003,149711370,SUCCESS,2032.12
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-367.champsimtrace.gz,1.108,200000001,180519415,SUCCESS,2036.62
Graph/Ligra,ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.9297,200000003,215118893,SUCCESS,2040.06
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M.champsimtrace.xz,0.9814,200000000,203782491,SUCCESS,2058.64
SPEC17,654.roms_s-523B.champsimtrace.xz,1.602,200000006,124843213,SUCCESS,2078.98
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-117.champsimtrace.gz,0.7626,200000000,262254444,SUCCESS,2131.88
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.1.champsimtrace.gz,2.297,200000000,87083265,SUCCESS,2152.07
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M.champsimtrace.xz,1.048,200000002,190860765,SUCCESS,2187.85
gtraces_v2,charlie_0004.champsim.gz,0.9155,200000004,218467491,SUCCESS,2181.95
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-80.champsimtrace.gz,1.048,200000001,190754998,SUCCESS,2229.05
