Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/Ligra,ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M.champsimtrace.xz,1.074,200000003,186178838,SUCCESS,1774.19
Graph/GMS,gms.k_clique_list_danisch_node_parallel.soc-pokec-relationships.slice-248.champsimstrace.gz,0.9301,200000003,215026336,SUCCESS,1799.77
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_15500M.length_250M.champsimtrace.xz,1.418,200000005,141011834,SUCCESS,1834.22
Graph/Ligra,ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_22250M.length_250M.champsimtrace.xz,1.332,200000006,150119260,SUCCESS,1838.17
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-367.champsimtrace.gz,1.128,200000001,177295837,SUCCESS,1836.04
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-117.champsimtrace.gz,0.7654,200000000,261313846,SUCCESS,1890.10
Graph/GMS,gms.k_clique_list_danisch_edge_parallel.soc-pokec-relationships.slice-80.champsimtrace.gz,1.078,200000001,185612173,SUCCESS,1898.55
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M.champsimtrace.xz,0.9252,200000000,216175505,SUCCESS,1921.41
SPEC17,654.roms_s-523B.champsimtrace.xz,1.598,200000004,125160340,SUCCESS,1917.64
gtraces_v2,charlie_0004.champsim.gz,0.9853,200000004,202994018,SUCCESS,1927.58
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_6000M.length_250M.champsimtrace.xz,1.048,200000002,190917522,SUCCESS,1963.03
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.1.champsimtrace.gz,2.257,200000000,88617418,SUCCESS,1968.35
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.1.champsimtrace.gz,1.79,200000003,111726498,SUCCESS,2034.55
Graph/GAP,bfs-14.trace.gz,0.715,200000001,279713866,SUCCESS,2069.43
Graph/Ligra,ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.7687,200000003,260168713,SUCCESS,2077.45
gtraces_v2,merced_0000.champsim.gz,0.7673,200000001,260661916,SUCCESS,2131.61
gtraces_v2,charlie_0002.champsim.gz,0.8648,200000003,231263504,SUCCESS,2159.96
gtraces_v2,yankee_0002.champsim.gz,0.7366,200000000,271503824,SUCCESS,2180.60
Graph/Ligra,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M.champsimtrace.xz,1.142,200000000,175092151,SUCCESS,2189.09
Graph/GAP,bfs-10.trace.gz,0.6383,200000001,313309513,SUCCESS,2241.48
gtraces_v2,charlie_0003.champsim.gz,0.7798,200000003,256463894,SUCCESS,2258.19
gtraces_v2,tahoe_0002.champsim.gz,0.7536,200000001,265380630,SUCCESS,2305.29
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M.champsimtrace.xz,1.071,200000002,186661801,SUCCESS,2339.81
gtraces_v2,merced_0004.champsim.gz,0.6696,200000001,298680186,SUCCESS,2336.67
gtraces_v2,tahoe_0004.champsim.gz,0.6643,200000003,301071192,SUCCESS,2336.28
gtraces_v2,tahoe_0000.champsim.gz,0.6472,200000001,309038728,SUCCESS,2453.94
gtraces_v2,merced_0002.champsim.gz,0.6342,200000003,315351402,SUCCESS,2453.35
gtraces_v2,tango_0001.champsim.gz,0.699,200000000,286105759,SUCCESS,2465.78
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-137.champsimtrace.gz,0.5617,200000004,356060989,SUCCESS,2517.86
gtraces_v2,yankee_0004.champsim.gz,0.6014,200000004,332577034,SUCCESS,2528.71
Graph/GAP,sssp-14.trace.gz,0.7173,200000007,278815689,SUCCESS,2536.38
gtraces_v2,tango_0004.champsim.gz,0.6321,200000000,316425425,SUCCESS,2532.17
gtraces_v2,yankee_0003.champsim.gz,0.5998,200000002,333430921,SUCCESS,2534.53
gtraces_v2,tango_0000.champsim.gz,0.6071,200000001,329424827,SUCCESS,2556.99
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-360.champsimtrace.gz,0.5526,200000000,361910608,SUCCESS,2566.06
gtraces_v2,tango_0002.champsim.gz,0.6303,200000000,317305259,SUCCESS,2564.36
gtraces_v2,yankee_0001.champsim.gz,0.5907,200000000,338600670,SUCCESS,2571.52
Graph/GAP,sssp-10.trace.gz,0.7204,200000004,277626527,SUCCESS,2581.92
gtraces_v2,yankee_0000.champsim.gz,0.5723,200000003,349469000,SUCCESS,2637.04
gtraces_v2,merced_0001.champsim.gz,0.596,200000001,335558479,SUCCESS,2638.14
gtraces_v2,merced_0003.champsim.gz,0.5871,200000006,340665428,SUCCESS,2639.37
gtraces_v2,tahoe_0003.champsim.gz,0.5512,200000006,362828037,SUCCESS,2744.57
gtraces_v2,sierra.a.3_0001.champsim.gz,0.545,200000002,366970921,SUCCESS,2753.38
gtraces_v2,tahoe_0001.champsim.gz,0.5413,200000000,369499002,SUCCESS,2798.00
gtraces_v2,tango_0003.champsim.gz,0.5786,200000000,345682375,SUCCESS,2814.81
gtraces_v2,sierra.a.3_0002.champsim.gz,0.5278,200000000,378900541,SUCCESS,2855.42
Graph/GAP,cc-5.trace.gz,0.5516,200000001,362553991,SUCCESS,2865.00
SPEC17,619.lbm_s-2676B.champsimtrace.xz,1.096,200000004,182429238,SUCCESS,2863.49
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.5721,200000007,349612574,SUCCESS,2883.72
gtraces_v2,sierra.a.3_0003.champsim.gz,0.5269,200000004,379572927,SUCCESS,2909.99
SPEC17,605.mcf_s-484B.champsimtrace.xz,0.7598,200000001,263222670,SUCCESS,2956.23
gtraces_v2,sierra.a.6_0000.champsim.gz,0.5034,200000000,397272292,SUCCESS,2966.78
gtraces_v2,sierra.a.3_0004.champsim.gz,0.5065,200000000,394861841,SUCCESS,3002.00
gtraces_v2,sierra.a.6_0004.champsim.gz,0.4841,200000004,413118722,SUCCESS,3066.41
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.6568,200000005,304499770,SUCCESS,3078.10
gtraces_v2,sierra.a.6_0002.champsim.gz,0.472,200000006,423766932,SUCCESS,3099.02
Graph/GAP,cc-14.trace.gz,0.475,200000000,421046527,SUCCESS,3105.96
gtraces_v2,sierra.a.6_0001.champsim.gz,0.4637,200000003,431313043,SUCCESS,3140.83
gtraces_v2,sierra.a.4_0004.champsim.gz,0.4702,200000000,425321193,SUCCESS,3158.86
gtraces_v2,sierra.a.6_0003.champsim.gz,0.4542,200000001,440370938,SUCCESS,3204.25
gtraces_v2,sierra.a.3_0000.champsim.gz,0.4481,200000007,446312568,SUCCESS,3205.14
gtraces_v2,sierra.a.4_0003.champsim.gz,0.451,200000003,443442582,SUCCESS,3217.47
gtraces_v2,sierra.a.4_0000.champsim.gz,0.4547,200000003,439857298,SUCCESS,3278.75
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.6862,200000002,291444652,SUCCESS,3356.14
Graph/GAP,cc-13.trace.gz,0.4147,200000002,482257749,SUCCESS,3387.13
