Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/Ligra,ligra_Triangle.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.63,200000004,317484809,SUCCESS,2885.62
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M.champsimtrace.xz,0.9571,200000006,208960770,SUCCESS,2925.07
Graph/GAP,bfs-10.trace.gz,0.5072,200000001,394283833,SUCCESS,2977.96
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,1.334,200000007,149879430,SUCCESS,1961.72
gtraces_v2,arizona_0000.champsim.gz,1.608,200000006,124395868,SUCCESS,1741.23
gtraces_v2,arizona_0002.champsim.gz,1.851,200000007,108050814,SUCCESS,1484.32
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,1.339,200000000,149330782,SUCCESS,1938.28
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.1.champsimtrace.gz,2.189,200000007,91378392,SUCCESS,2007.20
Graph/GAP,cc-5.trace.gz,0.5497,200000001,363859728,SUCCESS,3210.10
ai-ml,llama2.c-stories42M.3.champsimtrace.gz,1.38,200000001,144887696,SUCCESS,2033.80
ai-ml,bark.cpp-bark-small.coarse_token_gen.5.champsimtrace.gz,1.503,200000001,133040991,SUCCESS,2070.77
ai-ml,llama2.c-stories110M.3.champsimtrace.gz,1.232,200000003,162295325,SUCCESS,2216.53
Graph/GAP,cc-14.trace.gz,0.4819,200000000,415022783,SUCCESS,3419.72
gtraces_v2,charlie_0001.champsim.gz,1.071,200000006,186663365,SUCCESS,1985.78
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.504,200000005,133006323,SUCCESS,1318.23
gtraces_v2,arizona_0001.champsim.gz,1.619,200000001,123505874,SUCCESS,1634.53
gtraces_v2,charlie_0000.champsim.gz,1.204,200000002,166046497,SUCCESS,1710.45
Graph/GAP,cc-13.trace.gz,0.4291,200000002,466086594,SUCCESS,3610.97
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-137.champsimtrace.gz,0.4218,200000004,474161056,SUCCESS,3623.89
SPEC17,654.roms_s-293B.champsimtrace.xz,2.441,200000004,81933744,SUCCESS,1471.33
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-360.champsimtrace.gz,0.4154,200000001,481516911,SUCCESS,3634.01
SPEC17,654.roms_s-294B.champsimtrace.xz,2.214,200000006,90317520,SUCCESS,1542.74
SPEC17,649.fotonik3d_s-1176B.champsimtrace.xz,2.251,200000002,88845460,SUCCESS,1526.55
SPEC17,621.wrf_s-6673B.champsimtrace.xz,1.81,200000005,110483882,SUCCESS,1571.67
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,1.427,200000007,140144892,SUCCESS,1772.75
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.4284,200000000,466831525,SUCCESS,3924.78
gtraces_v2,charlie_0002.champsim.gz,0.7428,200000006,269251174,SUCCESS,2592.68
gtraces_v2,charlie_0003.champsim.gz,0.6936,200000007,288343833,SUCCESS,2597.49
SPEC17,607.cactuBSSN_s-2421B.champsimtrace.xz,1.838,200000007,108804216,SUCCESS,1930.78
gtraces_v2,merced_0000.champsim.gz,0.6793,200000001,294430074,SUCCESS,2411.91
gtraces_v2,yankee_0002.champsim.gz,0.6178,200000000,323720438,SUCCESS,2559.04
SPEC17,602.gcc_s-734B.champsimtrace.xz,1.462,200000003,136753926,SUCCESS,1861.60
gtraces_v2,charlie_0004.champsim.gz,0.886,200000004,225744794,SUCCESS,2142.81
gtraces_v2,tahoe_0000.champsim.gz,0.5784,200000001,345793398,SUCCESS,2780.63
SPEC17,649.fotonik3d_s-7084B.champsimtrace.xz,1.369,200000003,146134012,SUCCESS,2100.70
gtraces_v2,merced_0004.champsim.gz,0.5668,200000001,352872004,SUCCESS,2805.43
gtraces_v2,tango_0002.champsim.gz,0.5999,200000000,333413207,SUCCESS,2816.56
gtraces_v2,tango_0003.champsim.gz,0.5445,200000000,367311787,SUCCESS,2989.35
gtraces_v2,tango_0001.champsim.gz,0.6588,200000000,303590743,SUCCESS,2669.50
SPEC17,654.roms_s-523B.champsimtrace.xz,1.265,200000006,158052893,SUCCESS,2256.21
SPEC17,602.gcc_s-1850B.champsimtrace.xz,0.8299,200000000,240984624,SUCCESS,2059.66
gtraces_v2,tahoe_0002.champsim.gz,0.7065,200000001,283089943,SUCCESS,2474.11
gtraces_v2,tango_0004.champsim.gz,0.6013,200000000,332639657,SUCCESS,2702.98
gtraces_v2,yankee_0004.champsim.gz,0.4866,200000004,411012241,SUCCESS,3111.15
gtraces_v2,tahoe_0004.champsim.gz,0.5817,200000000,343826051,SUCCESS,2637.78
gtraces_v2,tahoe_0001.champsim.gz,0.4679,200000000,427443301,SUCCESS,3187.41
gtraces_v2,tango_0000.champsim.gz,0.5727,200000001,349240270,SUCCESS,2741.18
gtraces_v2,yankee_0001.champsim.gz,0.4831,200000000,414028582,SUCCESS,3029.87
gtraces_v2,merced_0002.champsim.gz,0.517,200000006,386869943,SUCCESS,2857.51
gtraces_v2,yankee_0003.champsim.gz,0.5081,200000000,393659044,SUCCESS,2895.01
gtraces_v2,merced_0003.champsim.gz,0.495,200000007,404030432,SUCCESS,3023.98
ai-ml,biogpt.cpp-ggml-model-tocilizumab.3.champsimtrace.gz,0.4814,200000005,415466290,SUCCESS,4842.41
gtraces_v2,sierra.a.6_0004.champsim.gz,0.448,200000006,446414254,SUCCESS,3294.84
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.4805,200000004,416228075,SUCCESS,4862.58
gtraces_v2,merced_0001.champsim.gz,0.5084,200000001,393396089,SUCCESS,2961.11
gtraces_v2,yankee_0000.champsim.gz,0.4666,200000003,428632499,SUCCESS,3058.39
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.7068,200000005,282958080,SUCCESS,2795.63
gtraces_v2,sierra.a.3_0001.champsim.gz,0.4787,200000002,417839709,SUCCESS,3021.08
gtraces_v2,sierra.a.3_0002.champsim.gz,0.4644,200000000,430688280,SUCCESS,3110.35
gtraces_v2,sierra.a.6_0002.champsim.gz,0.4319,200000002,463026426,SUCCESS,3342.12
gtraces_v2,sierra.a.3_0003.champsim.gz,0.4566,200000004,437986383,SUCCESS,3213.16
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.5569,200000007,359132189,SUCCESS,2966.29
gtraces_v2,tahoe_0003.champsim.gz,0.4713,200000006,424326212,SUCCESS,3048.31
gtraces_v2,sierra.a.3_0004.champsim.gz,0.4452,200000001,449254828,SUCCESS,3255.97
gtraces_v2,sierra.a.6_0001.champsim.gz,0.4118,200000003,485685271,SUCCESS,3448.12
gtraces_v2,sierra.a.6_0000.champsim.gz,0.4621,200000000,432838032,SUCCESS,3143.89
gtraces_v2,sierra.a.4_0004.champsim.gz,0.3924,200000000,509702973,SUCCESS,3668.46
gtraces_v2,sierra.a.4_0003.champsim.gz,0.372,200000003,537641482,SUCCESS,3844.52
ai-ml,rwkv_trace_2.champsimtrace.gz,0.573,200000000,349045635,SUCCESS,4151.28
gtraces_v2,sierra.a.6_0003.champsim.gz,0.4062,200000000,492395079,SUCCESS,3448.06
gtraces_v2,sierra.a.3_0000.champsim.gz,0.4036,200000006,495590272,SUCCESS,3448.04
SPEC17,619.lbm_s-2676B.champsimtrace.xz,0.9729,200000003,205567179,SUCCESS,3150.40
gtraces_v2,sierra.a.4_0000.champsim.gz,0.3708,200000002,539435093,SUCCESS,3825.21
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.6354,200000000,314782104,SUCCESS,3348.47
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.4871,200000004,410563132,SUCCESS,4623.31
SPEC17,605.mcf_s-484B.champsimtrace.xz,0.5385,200000001,371392196,SUCCESS,3581.33
gtraces_v2,sierra.a.4_0001.champsim.gz,0.3221,200000005,620928718,SUCCESS,4247.24
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.5412,200000000,369567373,SUCCESS,3687.92
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.2885,200000001,693348101,SUCCESS,5919.70
gtraces_v2,sierra.a.4_0002.champsim.gz,0.3302,200000007,605717149,SUCCESS,4021.87
Graph/GAP,bc-0.trace.gz,0.2233,200000000,895594497,SUCCESS,6328.30
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.5153,200000002,388117863,SUCCESS,4407.63
Graph/GAP,bc-12.trace.gz,0.2067,200000001,967608167,SUCCESS,6535.48
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.5526,200000004,361921025,SUCCESS,4968.97
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.2262,200000004,884159065,SUCCESS,8774.58
ai-ml,rwkv_trace_1.champsimtrace.gz,0.09891,200000004,2022083594,SUCCESS,26119.66
