Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/GAP,sssp-14.trace.gz,0.6577,200000007,304073414,SUCCESS,3120.71
gtraces_v2,sierra.a.3_0003.champsim.gz,0.5028,200000004,397766763,SUCCESS,3139.18
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.5657,200000002,353530556,SUCCESS,3202.29
gtraces_v2,sierra.a.3_0004.champsim.gz,0.4854,200000000,412065844,SUCCESS,3205.26
gtraces_v2,sierra.a.6_0000.champsim.gz,0.4832,200000000,413942612,SUCCESS,3204.27
gtraces_v2,sierra.a.6_0002.champsim.gz,0.4535,200000005,440998640,SUCCESS,3313.38
gtraces_v2,sierra.a.4_0004.champsim.gz,0.4705,200000000,425085585,SUCCESS,3329.13
gtraces_v2,sierra.a.6_0001.champsim.gz,0.4564,200000003,438241134,SUCCESS,3355.24
gtraces_v2,sierra.a.6_0004.champsim.gz,0.4571,200000006,437501484,SUCCESS,3358.62
gtraces_v2,sierra.a.4_0000.champsim.gz,0.4464,200000001,448047859,SUCCESS,3425.86
gtraces_v2,sierra.a.4_0003.champsim.gz,0.4417,200000004,452805835,SUCCESS,3443.24
gtraces_v2,sierra.a.6_0003.champsim.gz,0.4355,200000001,459203159,SUCCESS,3445.76
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.7665,200000001,260928323,SUCCESS,3473.75
gtraces_v2,sierra.a.3_0000.champsim.gz,0.4207,200000006,475446480,SUCCESS,3492.42
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.6369,200000002,314007902,SUCCESS,3703.72
Graph/GAP,cc-5.trace.gz,0.499,200000001,400768437,SUCCESS,3729.30
gtraces_v2,sierra.a.4_0002.champsim.gz,0.3903,200000001,512412020,SUCCESS,3754.64
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.6988,200000003,286222337,SUCCESS,3858.14
gtraces_v2,sierra.a.4_0001.champsim.gz,0.3733,200000005,535822291,SUCCESS,3919.60
Graph/GAP,cc-14.trace.gz,0.431,200000000,464023647,SUCCESS,3986.34
ai-ml,rwkv_trace_2.champsimtrace.gz,0.6848,200000000,292052311,SUCCESS,4136.81
Graph/GAP,cc-13.trace.gz,0.3793,200000000,527318462,SUCCESS,4257.33
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.4228,200000000,472990283,SUCCESS,4523.66
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.5981,200000004,334419141,SUCCESS,4572.98
ai-ml,biogpt.cpp-ggml-model-tocilizumab.3.champsimtrace.gz,0.595,200000003,336124275,SUCCESS,4599.35
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.5907,200000003,338596781,SUCCESS,4600.14
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.5731,200000007,349000073,SUCCESS,4681.77
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.6154,200000000,325000884,SUCCESS,4747.86
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.2655,200000002,753368539,SUCCESS,6399.27
Graph/GAP,bc-0.trace.gz,0.199,200000000,1004836994,SUCCESS,7688.96
Graph/GAP,bc-12.trace.gz,0.1822,200000007,1097960611,SUCCESS,8218.18
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.2251,200000004,888537521,SUCCESS,8396.79
