Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
SPEC17,654.roms_s-293B.champsimtrace.xz,1.977,200000004,101159198,SUCCESS,1607.78
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.1.champsimtrace.gz,1.224,200000002,163423585,SUCCESS,2889.06
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_15500M.length_250M.champsimtrace.xz,0.4804,200000005,416313181,SUCCESS,4149.64
SPEC17,654.roms_s-294B.champsimtrace.xz,1.775,200000006,112667936,SUCCESS,1708.59
ai-ml,stable-diffusion.cpp-sd-v1-4.ckpt.1.champsimtrace.gz,1.394,200000001,143463911,SUCCESS,2817.52
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.143,200000005,175031372,SUCCESS,1675.75
SPEC17,602.gcc_s-734B.champsimtrace.xz,1.795,200000001,111450184,SUCCESS,1662.47
ai-ml,llama2.c-stories15M.1.champsimtrace.gz,0.7019,200000002,284939771,SUCCESS,3051.54
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,0.7086,200000003,282260014,SUCCESS,2969.32
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M.champsimtrace.xz,0.4884,200000006,409499529,SUCCESS,4433.59
Graph/GAP,sssp-10.trace.gz,0.4859,200000004,411611492,SUCCESS,3809.81
ai-ml,llama2.c-stories110M.2.champsimtrace.gz,0.6626,200000000,301860899,SUCCESS,3416.15
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,0.7107,200000000,281409437,SUCCESS,3049.48
SPEC17,602.gcc_s-1850B.champsimtrace.xz,1.041,200000000,192039399,SUCCESS,1847.71
ai-ml,llama2.c-stories42M.1.champsimtrace.gz,0.6667,200000005,299991805,SUCCESS,3308.17
SPEC17,621.wrf_s-6673B.champsimtrace.xz,1.181,200000005,169327738,SUCCESS,1937.87
SPEC17,607.cactuBSSN_s-2421B.champsimtrace.xz,2.036,200000007,98242008,SUCCESS,1993.38
gtraces_v2,charlie_0002.champsim.gz,0.5833,200000002,342878028,SUCCESS,2976.52
gtraces_v2,merced_0000.champsim.gz,0.5755,200000001,347525099,SUCCESS,2778.05
ai-ml,llama2.c-stories42M.2.champsimtrace.gz,0.6687,200000002,299108394,SUCCESS,3317.52
ai-ml,llama2.c-stories110M.1.champsimtrace.gz,0.6622,200000003,302016731,SUCCESS,3508.17
ai-ml,bark.cpp-bark-small.coarse_token_gen.5.champsimtrace.gz,0.7489,200000004,267073976,SUCCESS,3114.98
