Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
gtraces_v2,tahoe_0004.champsim.gz,0.544,200000000,367615766,SUCCESS,2617.36
gtraces_v2,tango_0001.champsim.gz,0.6041,200000000,331074773,SUCCESS,2626.98
gtraces_v2,merced_0004.champsim.gz,0.5398,200000001,370511766,SUCCESS,2633.24
gtraces_v2,tahoe_0000.champsim.gz,0.5341,200000001,374485654,SUCCESS,2672.79
gtraces_v2,tango_0002.champsim.gz,0.5463,200000000,366128796,SUCCESS,2689.61
Graph/GAP,cc-14.trace.gz,0.5006,200000000,399515377,SUCCESS,2722.97
gtraces_v2,tango_0004.champsim.gz,0.5458,200000000,366417717,SUCCESS,2733.66
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-117.champsimtrace.gz,0.4797,200000000,416917480,SUCCESS,2750.58
gtraces_v2,tango_0000.champsim.gz,0.5222,200000000,383023075,SUCCESS,2749.04
gtraces_v2,merced_0002.champsim.gz,0.495,200000005,404046015,SUCCESS,2826.89
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.6527,200000005,306398114,SUCCESS,2868.76
gtraces_v2,tango_0003.champsim.gz,0.5009,200000000,399295906,SUCCESS,2883.03
Graph/GAP,cc-13.trace.gz,0.4393,200000001,455315044,SUCCESS,2915.27
gtraces_v2,yankee_0003.champsim.gz,0.4651,200000002,430054536,SUCCESS,2911.34
gtraces_v2,yankee_0004.champsim.gz,0.4614,200000004,433430369,SUCCESS,2939.95
gtraces_v2,merced_0003.champsim.gz,0.4712,200000007,424471806,SUCCESS,2964.28
gtraces_v2,yankee_0001.champsim.gz,0.4465,200000000,447907554,SUCCESS,3000.79
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.5173,200000000,386630799,SUCCESS,3009.04
gtraces_v2,merced_0001.champsim.gz,0.4786,200000001,417891866,SUCCESS,3031.30
gtraces_v2,sierra.a.3_0001.champsim.gz,0.4425,200000001,451970045,SUCCESS,3042.37
SPEC17,619.lbm_s-2676B.champsimtrace.xz,0.9951,200000005,200990000,SUCCESS,3067.41
gtraces_v2,yankee_0000.champsim.gz,0.4291,200000001,466046992,SUCCESS,3090.36
gtraces_v2,tahoe_0003.champsim.gz,0.437,200000006,457690012,SUCCESS,3104.33
gtraces_v2,tahoe_0001.champsim.gz,0.4326,200000000,462318610,SUCCESS,3153.51
gtraces_v2,sierra.a.3_0002.champsim.gz,0.4303,200000000,464815956,SUCCESS,3151.23
gtraces_v2,sierra.a.6_0000.champsim.gz,0.4249,200000002,470657254,SUCCESS,3194.84
gtraces_v2,sierra.a.3_0003.champsim.gz,0.4255,200000004,470040000,SUCCESS,3242.15
gtraces_v2,sierra.a.3_0004.champsim.gz,0.4174,200000003,479169809,SUCCESS,3246.34
gtraces_v2,sierra.a.6_0004.champsim.gz,0.4104,200000003,487360280,SUCCESS,3272.77
