Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.985,200000005,100762065,SUCCESS,1065.88
ai-ml,clip_trace_1.champsimtrace.gz,3.617,200000007,55295009,SUCCESS,1086.22
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.472,200000005,57609646,SUCCESS,1136.90
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.528,200000002,56688208,SUCCESS,1140.95
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,3.296,200000005,60678979,SUCCESS,1162.17
ai-ml,clip_trace_3.champsimtrace.gz,3.209,200000006,62321153,SUCCESS,1173.94
ai-ml,llama2.c-stories15M.1.champsimtrace.gz,2.756,200000001,72558892,SUCCESS,1210.41
ai-ml,llama2.c-stories15M.2.champsimtrace.gz,2.698,200000003,74121413,SUCCESS,1212.91
SPEC17,649.fotonik3d_s-1176B.champsimtrace.xz,3.419,200000005,58493631,SUCCESS,1207.94
ai-ml,llama2.c-stories15M.3.champsimtrace.gz,2.678,200000003,74695092,SUCCESS,1258.53
ai-ml,llama2.c-stories42M.1.champsimtrace.gz,2.682,200000005,74578341,SUCCESS,1262.53
ai-ml,llama2.c-stories42M.2.champsimtrace.gz,2.663,200000003,75109578,SUCCESS,1278.02
ai-ml,whisper_trace_1.champsimtrace.gz,2.972,200000001,67304754,SUCCESS,1291.58
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.249,200000002,88923595,SUCCESS,1305.39
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,2.149,200000003,93066053,SUCCESS,1306.02
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,2.136,200000003,93641341,SUCCESS,1311.10
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,2.157,200000003,92731610,SUCCESS,1313.11
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,2.724,200000005,73428549,SUCCESS,1307.75
ai-ml,whisper_trace_3.champsimtrace.gz,2.965,200000000,67454132,SUCCESS,1315.60
ai-ml,whisper_trace_2.champsimtrace.gz,2.966,200000006,67427147,SUCCESS,1323.08
ai-ml,llama2.c-stories42M.3.champsimtrace.gz,2.66,200000001,75201826,SUCCESS,1335.38
ai-ml,llama2.c-stories110M.3.champsimtrace.gz,2.298,200000005,87026846,SUCCESS,1343.89
gtraces_v2,arizona_0002.champsim.gz,1.83,200000001,109313619,SUCCESS,1344.19
ai-ml,llama2.c-stories110M.2.champsimtrace.gz,2.292,200000000,87269013,SUCCESS,1363.82
ai-ml,llama2.c-stories110M.1.champsimtrace.gz,2.295,200000001,87133516,SUCCESS,1366.53
SPEC17,621.wrf_s-6673B.champsimtrace.xz,2.312,200000001,86492151,SUCCESS,1380.90
SPEC17,654.roms_s-293B.champsimtrace.xz,2.601,200000003,76892185,SUCCESS,1395.04
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,2.639,200000001,75794006,SUCCESS,1410.89
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,3.067,200000003,65210200,SUCCESS,1459.04
gtraces_v2,arizona_0000.champsim.gz,1.63,200000000,122717128,SUCCESS,1473.77
SPEC17,654.roms_s-294B.champsimtrace.xz,2.375,200000006,84223184,SUCCESS,1474.46
SPEC17,602.gcc_s-1850B.champsimtrace.xz,1.512,200000000,132277557,SUCCESS,1479.78
SPEC17,649.fotonik3d_s-7084B.champsimtrace.xz,3.091,200000000,64705705,SUCCESS,1499.09
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.999,200000005,100067748,SUCCESS,1541.58
gtraces_v2,arizona_0001.champsim.gz,1.626,200000001,123020240,SUCCESS,1532.29
Graph/Ligra,ligra_BFSCC.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,2,200000005,99981887,SUCCESS,1542.59
gtraces_v2,charlie_0000.champsim.gz,1.255,200000002,159413695,SUCCESS,1542.41
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_17000M.length_250M.champsimtrace.xz,1.988,200000000,100617838,SUCCESS,1554.44
SPEC17,602.gcc_s-734B.champsimtrace.xz,2.054,200000001,97349080,SUCCESS,1544.94
Graph/Ligra,ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.74,200000004,114934633,SUCCESS,1563.67
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_15750M.length_250M.champsimtrace.xz,1.74,200000000,114927605,SUCCESS,1578.33
SPEC17,607.cactuBSSN_s-2421B.champsimtrace.xz,2.826,200000005,70781160,SUCCESS,1586.79
ai-ml,stable-diffusion.cpp-v1-5-pruned-emaonly.2.champsimtrace.gz,2.536,200000000,78856995,SUCCESS,1623.19
Graph/GMS,gms.k_clique_star_list.soc-pokec-relationships.slice-1291.champsimtrace.gz,1.338,200000001,149481125,SUCCESS,1632.72
