Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
SPEC17,603.bwaves_s-891B.champsimtrace.xz,1.879,200000005,106456748,SUCCESS,1065.21
ai-ml,clip_trace_1.champsimtrace.gz,3.327,200000002,60111436,SUCCESS,1090.05
ai-ml,vit.cpp-large-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.214,200000007,62234849,SUCCESS,1134.61
ai-ml,vit.cpp-base-ggml-model-f16.gguf.armadillo.1.champsimtrace.gz,3.11,200000003,64315605,SUCCESS,1146.20
ai-ml,clip_trace_3.champsimtrace.gz,2.94,200000003,68035250,SUCCESS,1152.42
ai-ml,bark.cpp-bark-small.coarse_token_gen.1.champsimtrace.gz,3.043,200000004,65720767,SUCCESS,1170.61
ai-ml,whisper_trace_3.champsimtrace.gz,2.806,200000006,71276739,SUCCESS,1267.20
ai-ml,whisper_trace_1.champsimtrace.gz,2.797,200000001,71511820,SUCCESS,1287.80
Graph/GMS,gms.maximal_clique_enum_bron_kerbosch.soc-pokec-relationships.slice-3852.champsimtrace.gz,2.248,200000002,88971431,SUCCESS,1294.10
ai-ml,whisper_trace_2.champsimtrace.gz,2.808,200000000,71218177,SUCCESS,1291.11
Graph/Ligra,ligra_MIS.com-lj.ungraph.gcc_6.3.0_O3.drop_21250M.length_250M.champsimtrace.xz,1.867,200000001,107122826,SUCCESS,1360.10
Graph/GMS,gms.k_clique_count_set_based.soc-pokec-relationships.slice-4.champsimtrace.gz,2.033,200000003,98367045,SUCCESS,1386.44
ai-ml,bark.cpp-bark-small.coarse_token_gen.4.champsimtrace.gz,2.429,200000003,82340545,SUCCESS,1392.81
Graph/GMS,gms.k_clique_list_danisch_serial.soc-pokec-relationships.slice-4.champsimtrace.gz,1.988,200000003,100616503,SUCCESS,1406.72
gtraces_v2,arizona_0002.champsim.gz,1.791,200000002,111660374,SUCCESS,1412.40
ai-ml,bark.cpp-bark-small.coarse_token_gen.2.champsimtrace.gz,2.81,200000005,71181076,SUCCESS,1460.42
